charge_id,project_id,wbs_id,cost_code_id,week_ending,reg_hours,ot_hours,amount,origin_system
LC-00002613,PRJ-006,WBS-00251,CC-00052,2026-07-17,8.0,0.0,261.04,OnPrem-SQLServer
LC-00002614,PRJ-006,WBS-00251,CC-00052,2026-07-24,8.0,1.67,623.68,OnPrem-SQLServer
LC-00002615,PRJ-006,WBS-00251,CC-00053,2026-06-26,8.0,0.0,723.04,OnPrem-SQLServer
LC-00002616,PRJ-006,WBS-00251,CC-00054,2026-05-22,8.0,0.0,414.72,OnPrem-SQLServer
LC-00002617,PRJ-006,WBS-00252,CC-00047,2026-07-17,8.0,0.0,414.72,OnPrem-SQLServer
LC-00002618,PRJ-006,WBS-00252,CC-00048,2026-05-22,8.0,0.0,615.36,OnPrem-SQLServer
LC-00002619,PRJ-006,WBS-00252,CC-00049,2026-05-22,8.0,0.57,681.13,OnPrem-SQLServer
LC-00002620,PRJ-006,WBS-00252,CC-00050,2026-05-08,8.0,1.61,941.31,OnPrem-SQLServer
LC-00002621,PRJ-006,WBS-00252,CC-00050,2026-06-05,8.0,1.32,911.87,OnPrem-SQLServer
LC-00002622,PRJ-006,WBS-00252,CC-00050,2026-07-31,8.0,0.0,723.04,OnPrem-SQLServer
LC-00002623,PRJ-006,WBS-00252,CC-00051,2026-05-22,8.0,0.0,615.36,OnPrem-SQLServer
LC-00002624,PRJ-006,WBS-00252,CC-00053,2026-07-17,8.0,0.0,725.52,OnPrem-SQLServer
LC-00002625,PRJ-006,WBS-00252,CC-00053,2026-07-24,8.0,0.82,685.88,OnPrem-SQLServer
LC-00002626,PRJ-006,WBS-00252,CC-00053,2026-07-31,16.0,1.62,1091.0,OnPrem-SQLServer
LC-00002627,PRJ-006,WBS-00253,CC-00046,2026-06-19,8.0,0.0,725.52,OnPrem-SQLServer
LC-00002628,PRJ-006,WBS-00253,CC-00046,2026-07-03,8.0,0.0,518.72,OnPrem-SQLServer
LC-00002629,PRJ-006,WBS-00253,CC-00046,2026-07-24,8.0,0.0,540.8,OnPrem-SQLServer
LC-00002630,PRJ-006,WBS-00253,CC-00048,2026-06-26,8.0,0.0,462.8,OnPrem-SQLServer
LC-00002631,PRJ-006,WBS-00253,CC-00049,2026-06-05,8.0,0.0,553.28,OnPrem-SQLServer
LC-00002632,PRJ-006,WBS-00253,CC-00050,2026-07-03,8.0,0.0,561.44,OnPrem-SQLServer
LC-00002633,PRJ-006,WBS-00253,CC-00051,2026-05-15,8.0,0.0,440.8,OnPrem-SQLServer
LC-00002634,PRJ-006,WBS-00254,CC-00046,2026-07-03,8.0,0.89,540.03,OnPrem-SQLServer
LC-00002635,PRJ-006,WBS-00254,CC-00047,2026-07-10,8.0,0.0,725.52,OnPrem-SQLServer
LC-00002636,PRJ-006,WBS-00254,CC-00047,2026-07-17,8.0,0.0,723.04,OnPrem-SQLServer
LC-00002637,PRJ-006,WBS-00254,CC-00047,2026-07-31,8.0,0.0,725.52,OnPrem-SQLServer
LC-00002638,PRJ-006,WBS-00254,CC-00048,2026-06-12,8.0,1.97,710.32,OnPrem-SQLServer
LC-00002639,PRJ-006,WBS-00254,CC-00049,2026-05-29,8.0,0.0,723.04,OnPrem-SQLServer
LC-00002640,PRJ-006,WBS-00254,CC-00051,2026-05-22,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002641,PRJ-006,WBS-00254,CC-00051,2026-06-19,8.0,0.0,615.36,OnPrem-SQLServer
LC-00002642,PRJ-006,WBS-00254,CC-00052,2026-06-26,8.0,0.0,618.0,OnPrem-SQLServer
LC-00002643,PRJ-006,WBS-00254,CC-00052,2026-07-31,8.0,0.0,414.72,OnPrem-SQLServer
LC-00002644,PRJ-006,WBS-00254,CC-00053,2026-05-01,8.0,0.0,440.8,OnPrem-SQLServer
LC-00002645,PRJ-006,WBS-00254,CC-00053,2026-06-26,8.0,0.76,528.75,OnPrem-SQLServer
LC-00002646,PRJ-006,WBS-00254,CC-00054,2026-06-05,8.0,0.0,414.72,OnPrem-SQLServer
LC-00002647,PRJ-006,WBS-00254,CC-00054,2026-07-03,8.0,0.0,618.0,OnPrem-SQLServer
LC-00002648,PRJ-006,WBS-00255,CC-00046,2026-06-12,8.0,0.0,618.0,OnPrem-SQLServer
LC-00002649,PRJ-006,WBS-00255,CC-00048,2026-05-22,8.0,0.0,615.36,OnPrem-SQLServer
LC-00002650,PRJ-006,WBS-00255,CC-00048,2026-07-31,8.0,0.6,804.38,OnPrem-SQLServer
LC-00002651,PRJ-006,WBS-00255,CC-00049,2026-05-01,8.0,0.71,261.89,OnPrem-SQLServer
LC-00002652,PRJ-006,WBS-00255,CC-00049,2026-06-26,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002653,PRJ-006,WBS-00255,CC-00049,2026-07-24,8.0,0.0,615.36,OnPrem-SQLServer
LC-00002654,PRJ-006,WBS-00255,CC-00050,2026-05-22,8.0,0.8,840.6,OnPrem-SQLServer
LC-00002655,PRJ-006,WBS-00255,CC-00052,2026-07-17,8.0,0.0,540.8,OnPrem-SQLServer
LC-00002656,PRJ-006,WBS-00255,CC-00053,2026-06-19,8.0,0.0,588.08,OnPrem-SQLServer
LC-00002657,PRJ-006,WBS-00256,CC-00046,2026-05-29,8.0,0.0,723.04,OnPrem-SQLServer
LC-00002658,PRJ-006,WBS-00256,CC-00046,2026-07-03,8.0,0.0,462.8,OnPrem-SQLServer
LC-00002659,PRJ-006,WBS-00256,CC-00047,2026-05-01,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002660,PRJ-006,WBS-00256,CC-00048,2026-06-26,8.0,0.0,730.96,OnPrem-SQLServer
LC-00002661,PRJ-006,WBS-00256,CC-00048,2026-07-17,8.0,0.0,730.96,OnPrem-SQLServer
LC-00002662,PRJ-006,WBS-00256,CC-00049,2026-07-03,8.0,0.0,462.8,OnPrem-SQLServer
LC-00002663,PRJ-006,WBS-00256,CC-00050,2026-05-15,8.0,0.0,723.04,OnPrem-SQLServer
LC-00002664,PRJ-006,WBS-00256,CC-00050,2026-06-05,8.0,0.91,485.48,OnPrem-SQLServer
LC-00002665,PRJ-006,WBS-00256,CC-00050,2026-06-12,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002666,PRJ-006,WBS-00256,CC-00051,2026-05-22,8.0,0.0,414.72,OnPrem-SQLServer
LC-00002667,PRJ-006,WBS-00256,CC-00052,2026-06-12,8.0,0.0,730.96,OnPrem-SQLServer
LC-00002668,PRJ-006,WBS-00256,CC-00052,2026-07-17,8.0,0.0,725.52,OnPrem-SQLServer
LC-00002669,PRJ-006,WBS-00256,CC-00053,2026-06-12,8.0,0.0,561.44,OnPrem-SQLServer
LC-00002670,PRJ-006,WBS-00256,CC-00053,2026-06-19,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002671,PRJ-006,WBS-00256,CC-00054,2026-06-12,8.0,0.0,414.72,OnPrem-SQLServer
LC-00002672,PRJ-006,WBS-00256,CC-00054,2026-07-03,8.0,0.0,561.44,OnPrem-SQLServer
LC-00002673,PRJ-006,WBS-00256,CC-00054,2026-07-24,8.0,0.0,725.52,OnPrem-SQLServer
LC-00002674,PRJ-006,WBS-00257,CC-00046,2026-05-01,8.0,0.0,440.8,OnPrem-SQLServer
LC-00002675,PRJ-006,WBS-00257,CC-00046,2026-07-17,8.0,1.39,779.07,OnPrem-SQLServer
LC-00002676,PRJ-006,WBS-00257,CC-00047,2026-06-19,8.0,0.0,730.96,OnPrem-SQLServer
LC-00002677,PRJ-006,WBS-00257,CC-00048,2026-05-08,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002678,PRJ-006,WBS-00257,CC-00050,2026-06-26,8.0,0.0,730.96,OnPrem-SQLServer
LC-00002679,PRJ-006,WBS-00257,CC-00052,2026-06-05,8.0,0.0,462.8,OnPrem-SQLServer
LC-00002680,PRJ-006,WBS-00257,CC-00052,2026-07-17,8.0,0.0,615.36,OnPrem-SQLServer
LC-00002681,PRJ-006,WBS-00257,CC-00052,2026-07-31,8.0,0.0,540.8,OnPrem-SQLServer
LC-00002682,PRJ-006,WBS-00257,CC-00053,2026-07-10,8.0,0.69,825.53,OnPrem-SQLServer
LC-00002683,PRJ-006,WBS-00257,CC-00053,2026-07-31,16.0,0.0,1451.04,OnPrem-SQLServer
LC-00002684,PRJ-006,WBS-00257,CC-00054,2026-06-12,8.0,0.0,615.36,OnPrem-SQLServer
LC-00002685,PRJ-006,WBS-00257,CC-00054,2026-07-10,8.0,0.0,518.72,OnPrem-SQLServer
LC-00002686,PRJ-006,WBS-00258,CC-00046,2026-07-03,8.0,0.0,615.36,OnPrem-SQLServer
LC-00002687,PRJ-006,WBS-00258,CC-00047,2026-06-12,16.0,0.0,1241.76,OnPrem-SQLServer
LC-00002688,PRJ-006,WBS-00258,CC-00050,2026-06-12,16.0,0.0,1056.16,OnPrem-SQLServer
LC-00002689,PRJ-006,WBS-00258,CC-00051,2026-06-05,16.0,3.23,1356.11,OnPrem-SQLServer
LC-00002690,PRJ-006,WBS-00258,CC-00051,2026-06-19,8.0,0.0,440.8,OnPrem-SQLServer
LC-00002691,PRJ-006,WBS-00258,CC-00052,2026-07-03,8.0,0.0,540.8,OnPrem-SQLServer
LC-00002692,PRJ-006,WBS-00258,CC-00053,2026-05-15,8.0,0.0,440.8,OnPrem-SQLServer
LC-00002693,PRJ-006,WBS-00258,CC-00053,2026-05-29,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002694,PRJ-006,WBS-00258,CC-00053,2026-07-10,8.0,0.0,689.44,OnPrem-SQLServer
LC-00002695,PRJ-006,WBS-00258,CC-00054,2026-06-19,8.0,1.78,553.13,OnPrem-SQLServer
LC-00002696,PRJ-006,WBS-00258,CC-00054,2026-06-26,8.0,0.0,725.52,OnPrem-SQLServer
LC-00002697,PRJ-006,WBS-00258,CC-00054,2026-07-17,24.0,0.0,2004.64,OnPrem-SQLServer
LC-00002698,PRJ-007,WBS-00259,CC-00056,2026-06-12,8.0,1.38,295.76,OnPrem-SQLServer
LC-00002699,PRJ-007,WBS-00259,CC-00056,2026-07-24,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002700,PRJ-007,WBS-00259,CC-00057,2026-05-22,8.0,1.03,495.58,OnPrem-SQLServer
LC-00002701,PRJ-007,WBS-00259,CC-00060,2026-06-26,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002702,PRJ-007,WBS-00259,CC-00061,2026-06-12,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002703,PRJ-007,WBS-00259,CC-00063,2026-07-03,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002704,PRJ-007,WBS-00259,CC-00063,2026-07-24,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002705,PRJ-007,WBS-00259,CC-00063,2026-07-31,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002706,PRJ-007,WBS-00260,CC-00056,2026-07-31,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002707,PRJ-007,WBS-00260,CC-00058,2026-05-15,8.0,0.0,542.72,OnPrem-SQLServer
LC-00002708,PRJ-007,WBS-00260,CC-00058,2026-07-03,8.0,0.0,417.84,OnPrem-SQLServer
LC-00002709,PRJ-007,WBS-00260,CC-00060,2026-05-29,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002710,PRJ-007,WBS-00260,CC-00060,2026-06-26,8.0,1.86,316.9,OnPrem-SQLServer
LC-00002711,PRJ-007,WBS-00260,CC-00063,2026-07-31,8.0,0.0,460.56,OnPrem-SQLServer
LC-00002712,PRJ-007,WBS-00261,CC-00057,2026-07-17,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002713,PRJ-007,WBS-00261,CC-00059,2026-06-12,8.0,0.0,289.12,OnPrem-SQLServer
LC-00002714,PRJ-007,WBS-00261,CC-00060,2026-07-24,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002715,PRJ-007,WBS-00261,CC-00061,2026-07-31,8.0,1.94,628.09,OnPrem-SQLServer
LC-00002716,PRJ-007,WBS-00261,CC-00062,2026-06-05,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002717,PRJ-007,WBS-00261,CC-00062,2026-06-12,8.0,0.0,643.68,OnPrem-SQLServer
LC-00002718,PRJ-007,WBS-00261,CC-00062,2026-06-26,8.0,0.0,671.76,OnPrem-SQLServer
LC-00002719,PRJ-007,WBS-00262,CC-00057,2026-07-24,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002720,PRJ-007,WBS-00262,CC-00058,2026-06-19,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002721,PRJ-007,WBS-00262,CC-00058,2026-07-10,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002722,PRJ-007,WBS-00262,CC-00060,2026-07-17,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002723,PRJ-007,WBS-00262,CC-00063,2026-06-12,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002724,PRJ-007,WBS-00262,CC-00063,2026-07-03,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002725,PRJ-007,WBS-00263,CC-00055,2026-07-17,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002726,PRJ-007,WBS-00263,CC-00056,2026-06-26,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002727,PRJ-007,WBS-00263,CC-00056,2026-07-17,8.0,0.72,653.4,OnPrem-SQLServer
LC-00002728,PRJ-007,WBS-00263,CC-00059,2026-06-19,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002729,PRJ-007,WBS-00263,CC-00062,2026-05-22,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002730,PRJ-007,WBS-00263,CC-00063,2026-05-22,8.0,1.41,353.82,OnPrem-SQLServer
LC-00002731,PRJ-007,WBS-00264,CC-00055,2026-06-12,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002732,PRJ-007,WBS-00264,CC-00055,2026-06-26,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002733,PRJ-007,WBS-00264,CC-00055,2026-07-24,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002734,PRJ-007,WBS-00264,CC-00057,2026-06-12,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002735,PRJ-007,WBS-00264,CC-00057,2026-06-19,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002736,PRJ-007,WBS-00264,CC-00057,2026-07-10,8.0,0.0,474.96,OnPrem-SQLServer
LC-00002737,PRJ-007,WBS-00264,CC-00058,2026-05-08,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002738,PRJ-007,WBS-00264,CC-00060,2026-05-29,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002739,PRJ-007,WBS-00264,CC-00061,2026-05-22,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002740,PRJ-007,WBS-00264,CC-00061,2026-06-05,8.0,0.0,518.72,OnPrem-SQLServer
LC-00002741,PRJ-007,WBS-00264,CC-00062,2026-07-03,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002742,PRJ-007,WBS-00265,CC-00055,2026-07-17,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002743,PRJ-007,WBS-00265,CC-00057,2026-07-17,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002744,PRJ-007,WBS-00265,CC-00062,2026-06-05,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002745,PRJ-007,WBS-00265,CC-00062,2026-06-19,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002746,PRJ-007,WBS-00265,CC-00063,2026-07-03,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002747,PRJ-007,WBS-00266,CC-00055,2026-05-15,8.0,1.68,882.94,OnPrem-SQLServer
LC-00002748,PRJ-007,WBS-00266,CC-00056,2026-07-03,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002749,PRJ-007,WBS-00266,CC-00057,2026-06-05,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002750,PRJ-007,WBS-00266,CC-00057,2026-06-12,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002751,PRJ-007,WBS-00266,CC-00057,2026-07-31,8.0,1.39,523.61,OnPrem-SQLServer
LC-00002752,PRJ-007,WBS-00266,CC-00058,2026-06-19,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002753,PRJ-007,WBS-00266,CC-00058,2026-06-26,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002754,PRJ-007,WBS-00266,CC-00059,2026-06-19,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002755,PRJ-007,WBS-00266,CC-00060,2026-07-10,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002756,PRJ-007,WBS-00266,CC-00061,2026-06-12,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002757,PRJ-007,WBS-00267,CC-00055,2026-07-10,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002758,PRJ-007,WBS-00267,CC-00056,2026-06-26,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002759,PRJ-007,WBS-00267,CC-00056,2026-07-03,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002760,PRJ-007,WBS-00267,CC-00063,2026-07-24,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002761,PRJ-007,WBS-00268,CC-00056,2026-07-17,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002762,PRJ-007,WBS-00268,CC-00057,2026-07-03,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002763,PRJ-007,WBS-00268,CC-00057,2026-07-31,8.0,1.68,367.99,OnPrem-SQLServer
LC-00002764,PRJ-007,WBS-00268,CC-00059,2026-07-03,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002765,PRJ-007,WBS-00268,CC-00061,2026-06-26,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002766,PRJ-007,WBS-00268,CC-00061,2026-07-17,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002767,PRJ-007,WBS-00268,CC-00061,2026-07-31,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002768,PRJ-007,WBS-00269,CC-00056,2026-06-26,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002769,PRJ-007,WBS-00269,CC-00057,2026-05-15,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002770,PRJ-007,WBS-00269,CC-00058,2026-07-03,16.0,1.24,989.37,OnPrem-SQLServer
LC-00002771,PRJ-007,WBS-00269,CC-00060,2026-07-03,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002772,PRJ-007,WBS-00269,CC-00063,2026-07-03,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002773,PRJ-007,WBS-00269,CC-00063,2026-07-17,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002774,PRJ-007,WBS-00270,CC-00056,2026-06-05,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002775,PRJ-007,WBS-00270,CC-00058,2026-07-24,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002776,PRJ-007,WBS-00270,CC-00061,2026-06-12,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002777,PRJ-007,WBS-00270,CC-00062,2026-06-26,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002778,PRJ-007,WBS-00271,CC-00056,2026-05-29,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002779,PRJ-007,WBS-00271,CC-00056,2026-06-12,8.0,0.0,234.96,OnPrem-SQLServer
LC-00002780,PRJ-007,WBS-00271,CC-00056,2026-07-03,8.0,0.0,417.84,OnPrem-SQLServer
LC-00002781,PRJ-007,WBS-00271,CC-00057,2026-07-31,8.0,0.85,778.45,OnPrem-SQLServer
LC-00002782,PRJ-007,WBS-00271,CC-00060,2026-06-05,8.0,0.0,518.72,OnPrem-SQLServer
LC-00002783,PRJ-007,WBS-00271,CC-00063,2026-06-12,8.0,1.41,848.95,OnPrem-SQLServer
LC-00002784,PRJ-007,WBS-00271,CC-00063,2026-06-19,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002785,PRJ-007,WBS-00272,CC-00056,2026-07-31,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002786,PRJ-007,WBS-00272,CC-00059,2026-07-10,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002787,PRJ-007,WBS-00272,CC-00063,2026-07-10,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002788,PRJ-007,WBS-00273,CC-00055,2026-06-05,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002789,PRJ-007,WBS-00273,CC-00057,2026-07-17,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002790,PRJ-007,WBS-00273,CC-00058,2026-07-03,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002791,PRJ-007,WBS-00273,CC-00060,2026-07-03,8.0,1.16,508.72,OnPrem-SQLServer
LC-00002792,PRJ-007,WBS-00273,CC-00061,2026-06-26,8.0,0.0,671.76,OnPrem-SQLServer
LC-00002793,PRJ-007,WBS-00273,CC-00062,2026-06-12,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002794,PRJ-007,WBS-00273,CC-00063,2026-07-17,8.0,0.0,231.12,OnPrem-SQLServer
LC-00002795,PRJ-007,WBS-00273,CC-00063,2026-07-31,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002796,PRJ-007,WBS-00274,CC-00055,2026-06-05,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002797,PRJ-007,WBS-00274,CC-00056,2026-07-31,8.0,0.0,460.56,OnPrem-SQLServer
LC-00002798,PRJ-007,WBS-00274,CC-00060,2026-06-12,8.0,0.0,643.68,OnPrem-SQLServer
LC-00002799,PRJ-007,WBS-00274,CC-00060,2026-06-19,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002800,PRJ-007,WBS-00274,CC-00060,2026-07-17,8.0,0.0,453.12,OnPrem-SQLServer
LC-00002801,PRJ-007,WBS-00274,CC-00063,2026-07-10,8.0,1.44,527.51,OnPrem-SQLServer
LC-00002802,PRJ-007,WBS-00275,CC-00055,2026-07-17,8.0,1.41,538.12,OnPrem-SQLServer
LC-00002803,PRJ-007,WBS-00275,CC-00057,2026-05-22,8.0,1.05,334.93,OnPrem-SQLServer
LC-00002804,PRJ-007,WBS-00275,CC-00057,2026-06-12,16.0,0.0,517.6,OnPrem-SQLServer
LC-00002805,PRJ-007,WBS-00275,CC-00057,2026-07-17,16.0,0.0,951.28,OnPrem-SQLServer
LC-00002806,PRJ-007,WBS-00275,CC-00059,2026-06-12,8.0,0.0,643.68,OnPrem-SQLServer
LC-00002807,PRJ-007,WBS-00275,CC-00061,2026-05-29,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002808,PRJ-007,WBS-00275,CC-00061,2026-06-12,8.0,0.0,289.12,OnPrem-SQLServer
LC-00002809,PRJ-007,WBS-00275,CC-00061,2026-07-31,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002810,PRJ-007,WBS-00275,CC-00062,2026-07-03,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002811,PRJ-007,WBS-00275,CC-00062,2026-07-10,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002812,PRJ-007,WBS-00275,CC-00063,2026-05-01,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002813,PRJ-007,WBS-00275,CC-00063,2026-05-29,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002814,PRJ-007,WBS-00275,CC-00063,2026-06-12,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002815,PRJ-007,WBS-00275,CC-00063,2026-06-19,8.0,0.0,575.68,OnPrem-SQLServer
LC-00002816,PRJ-007,WBS-00275,CC-00063,2026-07-10,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002817,PRJ-007,WBS-00276,CC-00055,2026-07-03,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002818,PRJ-007,WBS-00276,CC-00055,2026-07-24,8.0,1.69,546.98,OnPrem-SQLServer
LC-00002819,PRJ-007,WBS-00276,CC-00057,2026-06-05,8.0,0.0,518.72,OnPrem-SQLServer
LC-00002820,PRJ-007,WBS-00276,CC-00057,2026-07-17,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002821,PRJ-007,WBS-00276,CC-00059,2026-06-12,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002822,PRJ-007,WBS-00276,CC-00062,2026-07-17,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002823,PRJ-007,WBS-00276,CC-00063,2026-05-22,8.0,0.0,417.84,OnPrem-SQLServer
LC-00002824,PRJ-007,WBS-00276,CC-00063,2026-05-29,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002825,PRJ-007,WBS-00276,CC-00063,2026-07-03,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002826,PRJ-007,WBS-00277,CC-00056,2026-06-19,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002827,PRJ-007,WBS-00277,CC-00057,2026-06-12,8.0,0.0,282.64,OnPrem-SQLServer
LC-00002828,PRJ-007,WBS-00277,CC-00057,2026-07-17,8.0,0.0,425.6,OnPrem-SQLServer
LC-00002829,PRJ-007,WBS-00277,CC-00059,2026-07-17,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002830,PRJ-007,WBS-00277,CC-00060,2026-07-03,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002831,PRJ-007,WBS-00277,CC-00063,2026-05-22,8.0,0.0,417.84,OnPrem-SQLServer
LC-00002832,PRJ-007,WBS-00278,CC-00055,2026-07-31,16.0,0.0,740.4,OnPrem-SQLServer
LC-00002833,PRJ-007,WBS-00278,CC-00056,2026-05-15,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002834,PRJ-007,WBS-00278,CC-00056,2026-07-31,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002835,PRJ-007,WBS-00278,CC-00059,2026-05-08,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002836,PRJ-007,WBS-00278,CC-00060,2026-07-17,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002837,PRJ-007,WBS-00278,CC-00061,2026-07-10,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002838,PRJ-007,WBS-00278,CC-00062,2026-06-19,8.0,0.61,261.83,OnPrem-SQLServer
LC-00002839,PRJ-007,WBS-00278,CC-00062,2026-07-03,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002840,PRJ-007,WBS-00278,CC-00063,2026-07-17,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002841,PRJ-007,WBS-00278,CC-00063,2026-07-31,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002842,PRJ-007,WBS-00279,CC-00055,2026-05-22,8.0,0.0,415.36,OnPrem-SQLServer
LC-00002843,PRJ-007,WBS-00279,CC-00055,2026-07-17,8.0,0.0,425.6,OnPrem-SQLServer
LC-00002844,PRJ-007,WBS-00279,CC-00058,2026-06-05,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002845,PRJ-007,WBS-00279,CC-00059,2026-06-05,8.0,0.0,279.84,OnPrem-SQLServer
LC-00002846,PRJ-007,WBS-00279,CC-00061,2026-07-10,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002847,PRJ-007,WBS-00280,CC-00055,2026-07-03,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002848,PRJ-007,WBS-00280,CC-00057,2026-07-03,8.0,0.0,417.6,OnPrem-SQLServer
LC-00002849,PRJ-007,WBS-00280,CC-00058,2026-05-22,8.0,0.0,417.84,OnPrem-SQLServer
LC-00002850,PRJ-007,WBS-00280,CC-00060,2026-06-12,8.0,0.56,309.22,OnPrem-SQLServer
LC-00002851,PRJ-007,WBS-00280,CC-00061,2026-07-24,8.0,0.0,671.44,OnPrem-SQLServer
LC-00002852,PRJ-007,WBS-00280,CC-00062,2026-06-05,8.0,0.0,671.44,OnPrem-SQLServer
