timesheet_id,emp_id,week_ending,project_id,status,total_hours,origin_system
TS-0000579,EMP-0069,2026-07-17,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000580,EMP-0069,2026-07-24,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000581,EMP-0069,2026-07-31,PRJ-011,Approved,41.49,OnPrem-SQLServer
TS-0000582,EMP-0070,2026-05-08,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000583,EMP-0070,2026-05-15,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000584,EMP-0070,2026-05-29,PRJ-003,Approved,42.88,OnPrem-SQLServer
TS-0000585,EMP-0070,2026-06-05,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000586,EMP-0070,2026-06-12,PRJ-003,Approved,41.18,OnPrem-SQLServer
TS-0000587,EMP-0070,2026-06-19,PRJ-004,Submitted,43.25,OnPrem-SQLServer
TS-0000588,EMP-0070,2026-06-26,PRJ-003,Submitted,42.02,OnPrem-SQLServer
TS-0000589,EMP-0070,2026-07-03,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000590,EMP-0070,2026-07-10,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000591,EMP-0070,2026-07-17,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000592,EMP-0070,2026-07-24,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000593,EMP-0070,2026-07-31,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000594,EMP-0071,2026-06-19,PRJ-011,Rejected,40.0,OnPrem-SQLServer
TS-0000595,EMP-0071,2026-06-26,PRJ-011,Approved,41.75,OnPrem-SQLServer
TS-0000596,EMP-0071,2026-07-03,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000597,EMP-0071,2026-07-10,PRJ-001,Approved,53.21,OnPrem-SQLServer
TS-0000598,EMP-0071,2026-07-17,PRJ-011,Approved,44.49,OnPrem-SQLServer
TS-0000599,EMP-0071,2026-07-24,PRJ-011,Approved,40.52,OnPrem-SQLServer
TS-0000600,EMP-0071,2026-07-31,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000601,EMP-0073,2026-04-17,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000602,EMP-0073,2026-04-24,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000603,EMP-0073,2026-05-01,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000604,EMP-0073,2026-05-08,PRJ-011,Approved,41.11,OnPrem-SQLServer
TS-0000605,EMP-0073,2026-05-15,PRJ-011,Approved,41.95,OnPrem-SQLServer
TS-0000606,EMP-0073,2026-05-22,PRJ-002,Submitted,40.0,OnPrem-SQLServer
TS-0000607,EMP-0073,2026-05-29,PRJ-011,Submitted,41.83,OnPrem-SQLServer
TS-0000608,EMP-0073,2026-06-05,PRJ-011,Approved,41.09,OnPrem-SQLServer
TS-0000609,EMP-0073,2026-06-19,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000610,EMP-0073,2026-06-26,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000611,EMP-0073,2026-07-03,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000612,EMP-0073,2026-07-17,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000613,EMP-0073,2026-07-24,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000614,EMP-0073,2026-07-31,PRJ-011,Approved,41.51,OnPrem-SQLServer
TS-0000615,EMP-0074,2026-06-05,PRJ-001,Approved,50.62,OnPrem-SQLServer
TS-0000616,EMP-0074,2026-06-12,PRJ-001,Approved,54.31,OnPrem-SQLServer
TS-0000617,EMP-0074,2026-06-26,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000618,EMP-0074,2026-07-03,PRJ-001,Approved,56.86,OnPrem-SQLServer
TS-0000619,EMP-0074,2026-07-17,PRJ-001,Approved,52.73,OnPrem-SQLServer
TS-0000620,EMP-0074,2026-07-24,PRJ-001,Approved,55.34,OnPrem-SQLServer
TS-0000621,EMP-0074,2026-07-31,PRJ-002,Submitted,41.39,OnPrem-SQLServer
TS-0000622,EMP-0075,2026-05-29,PRJ-005,Submitted,40.0,OnPrem-SQLServer
TS-0000623,EMP-0075,2026-06-05,PRJ-011,Approved,41.49,OnPrem-SQLServer
TS-0000624,EMP-0075,2026-06-12,PRJ-004,Rejected,41.61,OnPrem-SQLServer
TS-0000625,EMP-0075,2026-06-19,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000626,EMP-0075,2026-06-26,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000627,EMP-0075,2026-07-03,PRJ-006,Approved,41.33,OnPrem-SQLServer
TS-0000628,EMP-0075,2026-07-17,PRJ-004,Rejected,40.0,OnPrem-SQLServer
TS-0000629,EMP-0075,2026-07-24,PRJ-004,Approved,41.03,OnPrem-SQLServer
TS-0000630,EMP-0075,2026-07-31,PRJ-004,Submitted,40.7,OnPrem-SQLServer
TS-0000631,EMP-0076,2026-05-29,PRJ-009,Approved,40.8,OnPrem-SQLServer
TS-0000632,EMP-0076,2026-06-05,PRJ-007,Approved,40.69,OnPrem-SQLServer
TS-0000633,EMP-0076,2026-06-12,PRJ-012,Rejected,40.0,OnPrem-SQLServer
TS-0000634,EMP-0076,2026-06-19,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000635,EMP-0076,2026-06-26,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000636,EMP-0076,2026-07-03,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000637,EMP-0076,2026-07-10,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000638,EMP-0076,2026-07-17,PRJ-007,Submitted,40.0,OnPrem-SQLServer
TS-0000639,EMP-0076,2026-07-24,PRJ-007,Approved,40.88,OnPrem-SQLServer
TS-0000640,EMP-0076,2026-07-31,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000641,EMP-0077,2026-05-22,PRJ-006,Approved,41.48,OnPrem-SQLServer
TS-0000642,EMP-0077,2026-05-29,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000643,EMP-0077,2026-06-05,PRJ-006,Approved,42.15,OnPrem-SQLServer
TS-0000644,EMP-0077,2026-06-12,PRJ-006,Approved,41.37,OnPrem-SQLServer
TS-0000645,EMP-0077,2026-06-19,PRJ-006,Approved,43.16,OnPrem-SQLServer
TS-0000646,EMP-0077,2026-06-26,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000647,EMP-0077,2026-07-03,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000648,EMP-0077,2026-07-10,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000649,EMP-0077,2026-07-17,PRJ-006,Submitted,40.0,OnPrem-SQLServer
TS-0000650,EMP-0077,2026-07-24,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000651,EMP-0077,2026-07-31,PRJ-006,Approved,41.56,OnPrem-SQLServer
TS-0000652,EMP-0078,2026-06-12,PRJ-007,Approved,40.83,OnPrem-SQLServer
TS-0000653,EMP-0078,2026-06-19,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000654,EMP-0078,2026-06-26,PRJ-004,Approved,41.87,OnPrem-SQLServer
TS-0000655,EMP-0078,2026-07-03,PRJ-004,Submitted,40.0,OnPrem-SQLServer
TS-0000656,EMP-0078,2026-07-10,PRJ-004,Approved,40.81,OnPrem-SQLServer
TS-0000657,EMP-0078,2026-07-17,PRJ-004,Approved,40.54,OnPrem-SQLServer
TS-0000658,EMP-0078,2026-07-24,PRJ-004,Approved,42.08,OnPrem-SQLServer
TS-0000659,EMP-0078,2026-07-31,PRJ-004,Approved,40.84,OnPrem-SQLServer
TS-0000660,EMP-0079,2026-06-19,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000661,EMP-0079,2026-06-26,PRJ-007,Submitted,40.0,OnPrem-SQLServer
TS-0000662,EMP-0079,2026-07-03,PRJ-007,Approved,42.1,OnPrem-SQLServer
TS-0000663,EMP-0079,2026-07-10,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000664,EMP-0079,2026-07-17,PRJ-007,Approved,40.72,OnPrem-SQLServer
TS-0000665,EMP-0079,2026-07-24,PRJ-007,Approved,40.75,OnPrem-SQLServer
TS-0000666,EMP-0079,2026-07-31,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000667,EMP-0080,2026-06-19,PRJ-012,Approved,40.79,OnPrem-SQLServer
TS-0000668,EMP-0080,2026-06-26,PRJ-012,Submitted,40.0,OnPrem-SQLServer
TS-0000669,EMP-0080,2026-07-03,PRJ-012,Approved,42.22,OnPrem-SQLServer
TS-0000670,EMP-0080,2026-07-10,PRJ-012,Approved,41.57,OnPrem-SQLServer
TS-0000671,EMP-0080,2026-07-17,PRJ-012,Submitted,41.06,OnPrem-SQLServer
TS-0000672,EMP-0080,2026-07-24,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000673,EMP-0080,2026-07-31,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000674,EMP-0082,2026-05-29,PRJ-004,Approved,44.33,OnPrem-SQLServer
TS-0000675,EMP-0082,2026-06-05,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000676,EMP-0082,2026-06-12,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000677,EMP-0082,2026-06-19,PRJ-004,Approved,40.78,OnPrem-SQLServer
TS-0000678,EMP-0082,2026-06-26,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000679,EMP-0082,2026-07-03,PRJ-004,Approved,42.5,OnPrem-SQLServer
TS-0000680,EMP-0082,2026-07-10,PRJ-004,Approved,41.1,OnPrem-SQLServer
TS-0000681,EMP-0082,2026-07-17,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000682,EMP-0082,2026-07-24,PRJ-004,Approved,41.14,OnPrem-SQLServer
TS-0000683,EMP-0082,2026-07-31,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000684,EMP-0084,2026-04-24,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000685,EMP-0084,2026-05-01,PRJ-003,Submitted,40.0,OnPrem-SQLServer
TS-0000686,EMP-0084,2026-05-08,PRJ-003,Approved,40.84,OnPrem-SQLServer
TS-0000687,EMP-0084,2026-05-15,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000688,EMP-0084,2026-05-22,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000689,EMP-0084,2026-05-29,PRJ-004,Approved,41.67,OnPrem-SQLServer
TS-0000690,EMP-0084,2026-06-05,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000691,EMP-0084,2026-06-12,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000692,EMP-0084,2026-06-19,PRJ-003,Rejected,40.0,OnPrem-SQLServer
TS-0000693,EMP-0084,2026-06-26,PRJ-003,Approved,40.88,OnPrem-SQLServer
TS-0000694,EMP-0084,2026-07-03,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000695,EMP-0084,2026-07-10,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000696,EMP-0084,2026-07-17,PRJ-003,Approved,41.43,OnPrem-SQLServer
TS-0000697,EMP-0084,2026-07-24,PRJ-006,Approved,42.83,OnPrem-SQLServer
TS-0000698,EMP-0084,2026-07-31,PRJ-003,Approved,42.28,OnPrem-SQLServer
TS-0000699,EMP-0085,2026-04-17,PRJ-009,Approved,43.84,OnPrem-SQLServer
TS-0000700,EMP-0085,2026-04-24,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000701,EMP-0085,2026-05-01,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000702,EMP-0085,2026-05-08,PRJ-009,Approved,40.73,OnPrem-SQLServer
TS-0000703,EMP-0085,2026-05-15,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000704,EMP-0085,2026-06-05,PRJ-009,Approved,41.69,OnPrem-SQLServer
TS-0000705,EMP-0085,2026-06-12,PRJ-009,Submitted,40.0,OnPrem-SQLServer
TS-0000706,EMP-0085,2026-06-19,PRJ-009,Approved,40.71,OnPrem-SQLServer
TS-0000707,EMP-0085,2026-06-26,PRJ-001,Submitted,54.43,OnPrem-SQLServer
TS-0000708,EMP-0085,2026-07-03,PRJ-009,Approved,41.22,OnPrem-SQLServer
TS-0000709,EMP-0085,2026-07-10,PRJ-009,Rejected,40.0,OnPrem-SQLServer
TS-0000710,EMP-0085,2026-07-17,PRJ-009,Approved,41.63,OnPrem-SQLServer
TS-0000711,EMP-0085,2026-07-24,PRJ-003,Approved,41.63,OnPrem-SQLServer
TS-0000712,EMP-0085,2026-07-31,PRJ-009,Approved,41.24,OnPrem-SQLServer
TS-0000713,EMP-0086,2026-05-08,PRJ-007,Submitted,40.82,OnPrem-SQLServer
TS-0000714,EMP-0086,2026-05-15,PRJ-007,Approved,41.68,OnPrem-SQLServer
TS-0000715,EMP-0086,2026-05-29,PRJ-007,Rejected,41.99,OnPrem-SQLServer
TS-0000716,EMP-0086,2026-06-05,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000717,EMP-0086,2026-06-12,PRJ-007,Approved,41.41,OnPrem-SQLServer
TS-0000718,EMP-0086,2026-06-19,PRJ-007,Approved,41.09,OnPrem-SQLServer
TS-0000719,EMP-0086,2026-06-26,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000720,EMP-0086,2026-07-03,PRJ-007,Submitted,40.0,OnPrem-SQLServer
TS-0000721,EMP-0086,2026-07-10,PRJ-007,Approved,40.77,OnPrem-SQLServer
TS-0000722,EMP-0086,2026-07-17,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000723,EMP-0086,2026-07-24,PRJ-007,Approved,41.18,OnPrem-SQLServer
TS-0000724,EMP-0086,2026-07-31,PRJ-007,Submitted,40.85,OnPrem-SQLServer
TS-0000725,EMP-0087,2026-06-12,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000726,EMP-0087,2026-06-19,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000727,EMP-0087,2026-06-26,PRJ-010,Approved,40.77,OnPrem-SQLServer
TS-0000728,EMP-0087,2026-07-03,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000729,EMP-0087,2026-07-10,PRJ-009,Approved,45.01,OnPrem-SQLServer
TS-0000730,EMP-0087,2026-07-17,PRJ-009,Submitted,42.84,OnPrem-SQLServer
TS-0000731,EMP-0087,2026-07-24,PRJ-009,Approved,42.22,OnPrem-SQLServer
TS-0000732,EMP-0088,2026-04-24,PRJ-008,Submitted,40.0,OnPrem-SQLServer
TS-0000733,EMP-0088,2026-05-01,PRJ-008,Approved,42.6,OnPrem-SQLServer
TS-0000734,EMP-0088,2026-05-08,PRJ-008,Approved,41.77,OnPrem-SQLServer
TS-0000735,EMP-0088,2026-05-15,PRJ-008,Approved,41.03,OnPrem-SQLServer
TS-0000736,EMP-0088,2026-05-22,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000737,EMP-0088,2026-05-29,PRJ-008,Approved,41.65,OnPrem-SQLServer
TS-0000738,EMP-0088,2026-06-05,PRJ-008,Approved,40.71,OnPrem-SQLServer
TS-0000739,EMP-0088,2026-06-12,PRJ-008,Approved,40.79,OnPrem-SQLServer
TS-0000740,EMP-0088,2026-06-19,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000741,EMP-0088,2026-06-26,PRJ-008,Submitted,40.72,OnPrem-SQLServer
TS-0000742,EMP-0088,2026-07-03,PRJ-008,Approved,41.59,OnPrem-SQLServer
TS-0000743,EMP-0088,2026-07-10,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000744,EMP-0088,2026-07-17,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000745,EMP-0088,2026-07-24,PRJ-008,Approved,41.23,OnPrem-SQLServer
TS-0000746,EMP-0089,2026-04-24,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000747,EMP-0089,2026-05-01,PRJ-010,Approved,41.15,OnPrem-SQLServer
TS-0000748,EMP-0089,2026-05-08,PRJ-010,Submitted,42.64,OnPrem-SQLServer
TS-0000749,EMP-0089,2026-05-15,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000750,EMP-0089,2026-05-22,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000751,EMP-0089,2026-05-29,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000752,EMP-0089,2026-06-05,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000753,EMP-0089,2026-06-12,PRJ-001,Approved,55.01,OnPrem-SQLServer
TS-0000754,EMP-0089,2026-06-19,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000755,EMP-0089,2026-06-26,PRJ-010,Approved,41.14,OnPrem-SQLServer
TS-0000756,EMP-0089,2026-07-03,PRJ-010,Approved,45.42,OnPrem-SQLServer
TS-0000757,EMP-0089,2026-07-10,PRJ-010,Approved,40.59,OnPrem-SQLServer
TS-0000758,EMP-0089,2026-07-17,PRJ-006,Approved,41.21,OnPrem-SQLServer
TS-0000759,EMP-0089,2026-07-24,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000760,EMP-0089,2026-07-31,PRJ-010,Approved,40.53,OnPrem-SQLServer
TS-0000761,EMP-0090,2026-04-24,PRJ-009,Submitted,42.38,OnPrem-SQLServer
TS-0000762,EMP-0090,2026-05-01,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000763,EMP-0090,2026-05-08,PRJ-009,Rejected,40.0,OnPrem-SQLServer
TS-0000764,EMP-0090,2026-05-15,PRJ-009,Rejected,41.4,OnPrem-SQLServer
TS-0000765,EMP-0090,2026-05-22,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000766,EMP-0090,2026-05-29,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000767,EMP-0090,2026-06-19,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000768,EMP-0090,2026-06-26,PRJ-009,Submitted,40.0,OnPrem-SQLServer
TS-0000769,EMP-0090,2026-07-03,PRJ-009,Approved,42.69,OnPrem-SQLServer
TS-0000770,EMP-0090,2026-07-17,PRJ-009,Submitted,40.57,OnPrem-SQLServer
TS-0000771,EMP-0090,2026-07-24,PRJ-009,Approved,40.83,OnPrem-SQLServer
TS-0000772,EMP-0090,2026-07-31,PRJ-009,Approved,40.93,OnPrem-SQLServer
TS-0000773,EMP-0091,2026-06-05,PRJ-008,Approved,40.83,OnPrem-SQLServer
TS-0000774,EMP-0091,2026-06-12,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000775,EMP-0091,2026-06-19,PRJ-008,Approved,43.16,OnPrem-SQLServer
TS-0000776,EMP-0091,2026-06-26,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000777,EMP-0091,2026-07-03,PRJ-006,Approved,40.7,OnPrem-SQLServer
TS-0000778,EMP-0091,2026-07-10,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000779,EMP-0091,2026-07-17,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000780,EMP-0091,2026-07-24,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000781,EMP-0091,2026-07-31,PRJ-008,Approved,41.7,OnPrem-SQLServer
TS-0000782,EMP-0092,2026-05-15,PRJ-006,Approved,40.81,OnPrem-SQLServer
TS-0000783,EMP-0092,2026-05-22,PRJ-006,Rejected,40.8,OnPrem-SQLServer
TS-0000784,EMP-0092,2026-05-29,PRJ-006,Approved,41.53,OnPrem-SQLServer
TS-0000785,EMP-0092,2026-06-05,PRJ-006,Submitted,41.32,OnPrem-SQLServer
TS-0000786,EMP-0092,2026-06-12,PRJ-006,Approved,41.97,OnPrem-SQLServer
TS-0000787,EMP-0092,2026-06-19,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000788,EMP-0092,2026-06-26,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000789,EMP-0092,2026-07-03,PRJ-006,Approved,41.37,OnPrem-SQLServer
TS-0000790,EMP-0092,2026-07-10,PRJ-006,Approved,40.69,OnPrem-SQLServer
TS-0000791,EMP-0092,2026-07-17,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000792,EMP-0092,2026-07-24,PRJ-006,Approved,41.73,OnPrem-SQLServer
TS-0000793,EMP-0092,2026-07-31,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000794,EMP-0093,2026-04-24,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000795,EMP-0093,2026-05-01,PRJ-006,Rejected,40.71,OnPrem-SQLServer
TS-0000796,EMP-0093,2026-05-08,PRJ-006,Approved,41.43,OnPrem-SQLServer
TS-0000797,EMP-0093,2026-05-15,PRJ-006,Submitted,40.57,OnPrem-SQLServer
TS-0000798,EMP-0093,2026-05-22,PRJ-006,Approved,41.22,OnPrem-SQLServer
TS-0000799,EMP-0093,2026-06-05,PRJ-006,Approved,40.67,OnPrem-SQLServer
TS-0000800,EMP-0093,2026-06-12,PRJ-006,Approved,43.35,OnPrem-SQLServer
TS-0000801,EMP-0093,2026-06-19,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000802,EMP-0093,2026-06-26,PRJ-006,Rejected,40.0,OnPrem-SQLServer
TS-0000803,EMP-0093,2026-07-03,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000804,EMP-0093,2026-07-10,PRJ-006,Submitted,40.92,OnPrem-SQLServer
TS-0000805,EMP-0093,2026-07-17,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000806,EMP-0093,2026-07-24,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000807,EMP-0093,2026-07-31,PRJ-006,Submitted,40.0,OnPrem-SQLServer
TS-0000808,EMP-0094,2026-06-05,PRJ-004,Approved,41.72,OnPrem-SQLServer
TS-0000809,EMP-0094,2026-06-12,PRJ-004,Approved,41.3,OnPrem-SQLServer
TS-0000810,EMP-0094,2026-06-19,PRJ-004,Approved,41.63,OnPrem-SQLServer
TS-0000811,EMP-0094,2026-06-26,PRJ-004,Rejected,40.0,OnPrem-SQLServer
TS-0000812,EMP-0094,2026-07-03,PRJ-004,Submitted,40.0,OnPrem-SQLServer
TS-0000813,EMP-0094,2026-07-10,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000814,EMP-0094,2026-07-17,PRJ-004,Approved,40.83,OnPrem-SQLServer
TS-0000815,EMP-0094,2026-07-24,PRJ-004,Approved,41.48,OnPrem-SQLServer
TS-0000816,EMP-0094,2026-07-31,PRJ-005,Approved,40.72,OnPrem-SQLServer
TS-0000817,EMP-0095,2026-05-15,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000818,EMP-0095,2026-05-22,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000819,EMP-0095,2026-05-29,PRJ-006,Approved,41.07,OnPrem-SQLServer
TS-0000820,EMP-0095,2026-06-05,PRJ-003,Approved,40.59,OnPrem-SQLServer
TS-0000821,EMP-0095,2026-06-19,PRJ-006,Approved,40.97,OnPrem-SQLServer
TS-0000822,EMP-0095,2026-06-26,PRJ-006,Approved,42.44,OnPrem-SQLServer
TS-0000823,EMP-0095,2026-07-10,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000824,EMP-0095,2026-07-17,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000825,EMP-0095,2026-07-24,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000826,EMP-0095,2026-07-31,PRJ-006,Approved,41.85,OnPrem-SQLServer
TS-0000827,EMP-0096,2026-05-15,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000828,EMP-0096,2026-05-22,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000829,EMP-0096,2026-05-29,PRJ-008,Approved,41.06,OnPrem-SQLServer
TS-0000830,EMP-0096,2026-06-05,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000831,EMP-0096,2026-06-12,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000832,EMP-0096,2026-06-19,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000833,EMP-0096,2026-06-26,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000834,EMP-0096,2026-07-03,PRJ-008,Approved,41.86,OnPrem-SQLServer
TS-0000835,EMP-0096,2026-07-10,PRJ-008,Approved,44.87,OnPrem-SQLServer
TS-0000836,EMP-0096,2026-07-17,PRJ-008,Submitted,40.0,OnPrem-SQLServer
TS-0000837,EMP-0096,2026-07-24,PRJ-008,Submitted,40.0,OnPrem-SQLServer
TS-0000838,EMP-0096,2026-07-31,PRJ-007,Submitted,41.94,OnPrem-SQLServer
TS-0000839,EMP-0097,2026-05-15,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000840,EMP-0097,2026-05-29,PRJ-009,Approved,40.7,OnPrem-SQLServer
TS-0000841,EMP-0097,2026-06-05,PRJ-009,Approved,40.78,OnPrem-SQLServer
TS-0000842,EMP-0097,2026-06-12,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000843,EMP-0097,2026-06-19,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0000844,EMP-0097,2026-06-26,PRJ-009,Submitted,40.0,OnPrem-SQLServer
TS-0000845,EMP-0097,2026-07-10,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000846,EMP-0097,2026-07-17,PRJ-009,Approved,41.52,OnPrem-SQLServer
TS-0000847,EMP-0097,2026-07-24,PRJ-009,Approved,41.75,OnPrem-SQLServer
TS-0000848,EMP-0097,2026-07-31,PRJ-009,Rejected,40.0,OnPrem-SQLServer
TS-0000849,EMP-0098,2026-04-24,PRJ-010,Rejected,40.0,OnPrem-SQLServer
TS-0000850,EMP-0098,2026-05-01,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000851,EMP-0098,2026-05-08,PRJ-009,Approved,41.68,OnPrem-SQLServer
TS-0000852,EMP-0098,2026-05-15,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000853,EMP-0098,2026-05-22,PRJ-010,Rejected,42.86,OnPrem-SQLServer
TS-0000854,EMP-0098,2026-05-29,PRJ-010,Approved,40.74,OnPrem-SQLServer
TS-0000855,EMP-0098,2026-06-05,PRJ-010,Submitted,40.0,OnPrem-SQLServer
TS-0000856,EMP-0098,2026-06-12,PRJ-010,Approved,40.77,OnPrem-SQLServer
TS-0000857,EMP-0098,2026-06-19,PRJ-010,Approved,41.94,OnPrem-SQLServer
TS-0000858,EMP-0098,2026-06-26,PRJ-010,Approved,42.54,OnPrem-SQLServer
TS-0000859,EMP-0098,2026-07-03,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000860,EMP-0098,2026-07-10,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000861,EMP-0098,2026-07-17,PRJ-012,Approved,41.25,OnPrem-SQLServer
TS-0000862,EMP-0098,2026-07-24,PRJ-010,Submitted,40.0,OnPrem-SQLServer
TS-0000863,EMP-0100,2026-06-26,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0000864,EMP-0100,2026-07-10,PRJ-005,Approved,40.56,OnPrem-SQLServer
TS-0000865,EMP-0100,2026-07-17,PRJ-005,Approved,41.38,OnPrem-SQLServer
TS-0000866,EMP-0100,2026-07-24,PRJ-005,Submitted,41.46,OnPrem-SQLServer
TS-0000867,EMP-0100,2026-07-31,PRJ-005,Approved,40.0,OnPrem-SQLServer
