entry_id,timesheet_id,emp_id,work_date,project_id,wbs_id,cost_code_id,clock_in,clock_out,hours,overtime_hours,origin_system
TE-00002452,TS-0000484,EMP-0058,2026-07-22,PRJ-003,WBS-00101,CC-00022,2026-07-22 06:15:00,2026-07-22 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002453,TS-0000484,EMP-0058,2026-07-23,PRJ-003,WBS-00088,CC-00024,2026-07-23 06:30:00,2026-07-23 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002454,TS-0000484,EMP-0058,2026-07-24,PRJ-003,WBS-00115,CC-00025,2026-07-24 06:15:00,2026-07-24 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002455,TS-0000485,EMP-0058,2026-07-27,PRJ-012,WBS-00573,CC-00102,2026-07-27 06:15:00,2026-07-27 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002456,TS-0000485,EMP-0058,2026-07-28,PRJ-012,WBS-00557,CC-00105,2026-07-28 06:15:00,2026-07-28 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002457,TS-0000485,EMP-0058,2026-07-29,PRJ-012,WBS-00548,CC-00108,2026-07-29 06:15:00,2026-07-29 15:39:00,8.9,0.9,OnPrem-SQLServer
TE-00002458,TS-0000485,EMP-0058,2026-07-30,PRJ-012,WBS-00549,CC-00101,2026-07-30 06:15:00,2026-07-30 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002459,TS-0000485,EMP-0058,2026-07-31,PRJ-012,WBS-00575,CC-00100,2026-07-31 06:15:00,2026-07-31 16:25:12,9.67,1.67,OnPrem-SQLServer
TE-00002460,TS-0000486,EMP-0059,2026-05-18,PRJ-001,WBS-00036,CC-00007,2026-05-18 06:15:00,2026-05-18 18:27:36,11.71,3.71,OnPrem-SQLServer
TE-00002461,TS-0000486,EMP-0059,2026-05-19,PRJ-001,WBS-00021,CC-00004,2026-05-19 07:15:00,2026-05-19 19:30:36,11.76,3.76,OnPrem-SQLServer
TE-00002462,TS-0000486,EMP-0059,2026-05-20,PRJ-001,WBS-00038,CC-00001,2026-05-20 07:00:00,2026-05-20 17:22:48,9.88,1.88,OnPrem-SQLServer
TE-00002463,TS-0000486,EMP-0059,2026-05-21,PRJ-001,WBS-00029,CC-00007,2026-05-21 07:30:00,2026-05-21 18:29:24,10.49,2.49,OnPrem-SQLServer
TE-00002464,TS-0000486,EMP-0059,2026-05-22,PRJ-001,WBS-00010,CC-00007,2026-05-22 07:30:00,2026-05-22 17:09:00,9.15,1.15,OnPrem-SQLServer
TE-00002465,TS-0000487,EMP-0059,2026-05-25,PRJ-001,WBS-00002,CC-00009,2026-05-25 07:30:00,2026-05-25 16:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002466,TS-0000487,EMP-0059,2026-05-26,PRJ-001,WBS-00022,CC-00007,2026-05-26 06:30:00,2026-05-26 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002467,TS-0000487,EMP-0059,2026-05-27,PRJ-001,WBS-00042,CC-00007,2026-05-27 06:15:00,2026-05-27 17:22:12,10.62,2.62,OnPrem-SQLServer
TE-00002468,TS-0000487,EMP-0059,2026-05-28,PRJ-001,WBS-00020,CC-00005,2026-05-28 07:30:00,2026-05-28 18:32:24,10.54,2.54,OnPrem-SQLServer
TE-00002469,TS-0000487,EMP-0059,2026-05-29,PRJ-001,WBS-00051,CC-00003,2026-05-29 06:15:00,2026-05-29 17:52:48,11.13,3.13,OnPrem-SQLServer
TE-00002470,TS-0000488,EMP-0059,2026-06-01,PRJ-001,WBS-00048,CC-00004,2026-06-01 07:15:00,2026-06-01 18:48:36,11.06,3.06,OnPrem-SQLServer
TE-00002471,TS-0000488,EMP-0059,2026-06-02,PRJ-001,WBS-00005,CC-00006,2026-06-02 07:00:00,2026-06-02 15:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002472,TS-0000488,EMP-0059,2026-06-03,PRJ-001,WBS-00047,CC-00004,2026-06-03 06:30:00,2026-06-03 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002473,TS-0000488,EMP-0059,2026-06-04,PRJ-001,WBS-00022,CC-00008,2026-06-04 07:00:00,2026-06-04 16:34:12,9.07,1.07,OnPrem-SQLServer
TE-00002474,TS-0000488,EMP-0059,2026-06-05,PRJ-001,WBS-00049,CC-00004,2026-06-05 06:30:00,2026-06-05 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002475,TS-0000488,EMP-0059,2026-06-06,PRJ-001,WBS-00044,CC-00008,2026-06-06 06:30:00,2026-06-06 14:23:24,7.39,7.39,OnPrem-SQLServer
TE-00002476,TS-0000489,EMP-0059,2026-06-08,PRJ-001,WBS-00047,CC-00002,2026-06-08 07:30:00,2026-06-08 16:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002477,TS-0000489,EMP-0059,2026-06-09,PRJ-001,WBS-00049,CC-00003,2026-06-09 06:30:00,2026-06-09 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002478,TS-0000489,EMP-0059,2026-06-10,PRJ-001,WBS-00038,CC-00001,2026-06-10 07:15:00,2026-06-10 17:49:48,10.08,2.08,OnPrem-SQLServer
TE-00002479,TS-0000489,EMP-0059,2026-06-11,PRJ-001,WBS-00041,CC-00001,2026-06-11 07:30:00,2026-06-11 18:56:24,10.94,2.94,OnPrem-SQLServer
TE-00002480,TS-0000489,EMP-0059,2026-06-12,PRJ-001,WBS-00041,CC-00006,2026-06-12 06:30:00,2026-06-12 17:46:48,10.78,2.78,OnPrem-SQLServer
TE-00002481,TS-0000490,EMP-0059,2026-06-15,PRJ-001,WBS-00029,CC-00004,2026-06-15 06:30:00,2026-06-15 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002482,TS-0000490,EMP-0059,2026-06-16,PRJ-001,WBS-00023,CC-00008,2026-06-16 06:30:00,2026-06-16 16:23:24,9.39,1.39,OnPrem-SQLServer
TE-00002483,TS-0000490,EMP-0059,2026-06-17,PRJ-001,WBS-00024,CC-00002,2026-06-17 06:15:00,2026-06-17 17:07:12,10.37,2.37,OnPrem-SQLServer
TE-00002484,TS-0000490,EMP-0059,2026-06-18,PRJ-001,WBS-00029,CC-00007,2026-06-18 06:30:00,2026-06-18 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002485,TS-0000490,EMP-0059,2026-06-19,PRJ-001,WBS-00021,CC-00003,2026-06-19 07:30:00,2026-06-19 19:09:00,11.15,3.15,OnPrem-SQLServer
TE-00002486,TS-0000491,EMP-0059,2026-06-22,PRJ-001,WBS-00025,CC-00003,2026-06-22 07:30:00,2026-06-22 19:10:12,11.17,3.17,OnPrem-SQLServer
TE-00002487,TS-0000491,EMP-0059,2026-06-23,PRJ-001,WBS-00047,CC-00002,2026-06-23 06:30:00,2026-06-23 17:17:24,10.29,2.29,OnPrem-SQLServer
TE-00002488,TS-0000491,EMP-0059,2026-06-24,PRJ-001,WBS-00030,CC-00002,2026-06-24 07:30:00,2026-06-24 16:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002489,TS-0000491,EMP-0059,2026-06-25,PRJ-001,WBS-00027,CC-00009,2026-06-25 07:15:00,2026-06-25 15:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002490,TS-0000491,EMP-0059,2026-06-26,PRJ-001,WBS-00010,CC-00005,2026-06-26 06:00:00,2026-06-26 15:57:00,9.45,1.45,OnPrem-SQLServer
TE-00002491,TS-0000492,EMP-0059,2026-07-06,PRJ-001,WBS-00026,CC-00009,2026-07-06 06:15:00,2026-07-06 18:42:00,11.95,3.95,OnPrem-SQLServer
TE-00002492,TS-0000492,EMP-0059,2026-07-07,PRJ-001,WBS-00039,CC-00005,2026-07-07 07:30:00,2026-07-07 16:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002493,TS-0000492,EMP-0059,2026-07-08,PRJ-001,WBS-00042,CC-00007,2026-07-08 07:30:00,2026-07-08 18:26:24,10.44,2.44,OnPrem-SQLServer
TE-00002494,TS-0000492,EMP-0059,2026-07-09,PRJ-001,WBS-00034,CC-00001,2026-07-09 07:15:00,2026-07-09 19:16:12,11.52,3.52,OnPrem-SQLServer
TE-00002495,TS-0000492,EMP-0059,2026-07-10,PRJ-001,WBS-00038,CC-00003,2026-07-10 06:30:00,2026-07-10 16:12:00,9.2,1.2,OnPrem-SQLServer
TE-00002496,TS-0000493,EMP-0059,2026-07-13,PRJ-001,WBS-00010,CC-00005,2026-07-13 07:00:00,2026-07-13 17:19:12,9.82,1.82,OnPrem-SQLServer
TE-00002497,TS-0000493,EMP-0059,2026-07-14,PRJ-001,WBS-00009,CC-00007,2026-07-14 06:00:00,2026-07-14 15:40:48,9.18,1.18,OnPrem-SQLServer
TE-00002498,TS-0000493,EMP-0059,2026-07-15,PRJ-001,WBS-00033,CC-00006,2026-07-15 07:00:00,2026-07-15 16:31:12,9.02,1.02,OnPrem-SQLServer
TE-00002499,TS-0000493,EMP-0059,2026-07-16,PRJ-001,WBS-00044,CC-00001,2026-07-16 07:15:00,2026-07-16 15:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002500,TS-0000493,EMP-0059,2026-07-17,PRJ-001,WBS-00024,CC-00003,2026-07-17 07:30:00,2026-07-17 16:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002501,TS-0000493,EMP-0059,2026-07-18,PRJ-001,WBS-00013,CC-00006,2026-07-18 06:15:00,2026-07-18 13:31:12,6.77,6.77,OnPrem-SQLServer
TE-00002502,TS-0000494,EMP-0059,2026-07-20,PRJ-011,WBS-00522,CC-00095,2026-07-20 06:00:00,2026-07-20 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002503,TS-0000494,EMP-0059,2026-07-21,PRJ-011,WBS-00493,CC-00093,2026-07-21 06:30:00,2026-07-21 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002504,TS-0000494,EMP-0059,2026-07-22,PRJ-011,WBS-00492,CC-00099,2026-07-22 06:15:00,2026-07-22 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002505,TS-0000494,EMP-0059,2026-07-23,PRJ-011,WBS-00539,CC-00098,2026-07-23 06:00:00,2026-07-23 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002506,TS-0000494,EMP-0059,2026-07-24,PRJ-011,WBS-00502,CC-00097,2026-07-24 06:00:00,2026-07-24 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002507,TS-0000495,EMP-0059,2026-07-27,PRJ-006,WBS-00245,CC-00046,2026-07-27 06:00:00,2026-07-27 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002508,TS-0000495,EMP-0059,2026-07-28,PRJ-006,WBS-00219,CC-00051,2026-07-28 06:30:00,2026-07-28 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002509,TS-0000495,EMP-0059,2026-07-29,PRJ-006,WBS-00241,CC-00048,2026-07-29 06:15:00,2026-07-29 16:13:48,9.48,1.48,OnPrem-SQLServer
TE-00002510,TS-0000495,EMP-0059,2026-07-30,PRJ-006,WBS-00217,CC-00046,2026-07-30 06:15:00,2026-07-30 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002511,TS-0000495,EMP-0059,2026-07-31,PRJ-006,WBS-00223,CC-00049,2026-07-31 06:30:00,2026-07-31 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002512,TS-0000496,EMP-0060,2026-04-27,PRJ-006,WBS-00220,CC-00052,2026-04-27 06:15:00,2026-04-27 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002513,TS-0000496,EMP-0060,2026-04-28,PRJ-006,WBS-00215,CC-00051,2026-04-28 06:15:00,2026-04-28 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002514,TS-0000496,EMP-0060,2026-04-29,PRJ-006,WBS-00220,CC-00051,2026-04-29 06:15:00,2026-04-29 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002515,TS-0000496,EMP-0060,2026-04-30,PRJ-006,WBS-00235,CC-00046,2026-04-30 06:00:00,2026-04-30 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002516,TS-0000496,EMP-0060,2026-05-01,PRJ-006,WBS-00234,CC-00052,2026-05-01 06:00:00,2026-05-01 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002517,TS-0000497,EMP-0060,2026-05-04,PRJ-004,WBS-00150,CC-00033,2026-05-04 06:30:00,2026-05-04 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002518,TS-0000497,EMP-0060,2026-05-05,PRJ-004,WBS-00151,CC-00036,2026-05-05 06:30:00,2026-05-05 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002519,TS-0000497,EMP-0060,2026-05-06,PRJ-004,WBS-00158,CC-00032,2026-05-06 06:15:00,2026-05-06 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002520,TS-0000497,EMP-0060,2026-05-07,PRJ-004,WBS-00156,CC-00034,2026-05-07 06:15:00,2026-05-07 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002521,TS-0000497,EMP-0060,2026-05-08,PRJ-004,WBS-00158,CC-00034,2026-05-08 06:30:00,2026-05-08 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002522,TS-0000498,EMP-0060,2026-05-11,PRJ-004,WBS-00139,CC-00030,2026-05-11 06:00:00,2026-05-11 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002523,TS-0000498,EMP-0060,2026-05-12,PRJ-004,WBS-00133,CC-00029,2026-05-12 06:30:00,2026-05-12 16:53:24,9.89,1.89,OnPrem-SQLServer
TE-00002524,TS-0000498,EMP-0060,2026-05-13,PRJ-004,WBS-00167,CC-00032,2026-05-13 06:00:00,2026-05-13 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002525,TS-0000498,EMP-0060,2026-05-14,PRJ-004,WBS-00158,CC-00033,2026-05-14 06:00:00,2026-05-14 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002526,TS-0000498,EMP-0060,2026-05-15,PRJ-004,WBS-00146,CC-00029,2026-05-15 06:00:00,2026-05-15 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002527,TS-0000499,EMP-0060,2026-05-18,PRJ-004,WBS-00146,CC-00035,2026-05-18 06:00:00,2026-05-18 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002528,TS-0000499,EMP-0060,2026-05-19,PRJ-004,WBS-00155,CC-00032,2026-05-19 06:00:00,2026-05-19 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002529,TS-0000499,EMP-0060,2026-05-20,PRJ-004,WBS-00150,CC-00035,2026-05-20 06:00:00,2026-05-20 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002530,TS-0000499,EMP-0060,2026-05-21,PRJ-004,WBS-00165,CC-00031,2026-05-21 06:30:00,2026-05-21 16:05:24,9.09,1.09,OnPrem-SQLServer
TE-00002531,TS-0000499,EMP-0060,2026-05-22,PRJ-004,WBS-00147,CC-00030,2026-05-22 06:00:00,2026-05-22 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002532,TS-0000500,EMP-0060,2026-05-25,PRJ-004,WBS-00150,CC-00034,2026-05-25 06:15:00,2026-05-25 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002533,TS-0000500,EMP-0060,2026-05-26,PRJ-004,WBS-00155,CC-00032,2026-05-26 06:15:00,2026-05-26 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002534,TS-0000500,EMP-0060,2026-05-27,PRJ-004,WBS-00151,CC-00028,2026-05-27 06:15:00,2026-05-27 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002535,TS-0000500,EMP-0060,2026-05-28,PRJ-004,WBS-00150,CC-00036,2026-05-28 06:30:00,2026-05-28 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002536,TS-0000500,EMP-0060,2026-05-29,PRJ-004,WBS-00163,CC-00028,2026-05-29 06:00:00,2026-05-29 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002537,TS-0000501,EMP-0060,2026-06-08,PRJ-009,WBS-00420,CC-00077,2026-06-08 06:30:00,2026-06-08 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002538,TS-0000501,EMP-0060,2026-06-09,PRJ-009,WBS-00403,CC-00078,2026-06-09 06:15:00,2026-06-09 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002539,TS-0000501,EMP-0060,2026-06-10,PRJ-009,WBS-00393,CC-00078,2026-06-10 06:00:00,2026-06-10 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002540,TS-0000501,EMP-0060,2026-06-11,PRJ-009,WBS-00422,CC-00078,2026-06-11 06:30:00,2026-06-11 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002541,TS-0000501,EMP-0060,2026-06-12,PRJ-009,WBS-00411,CC-00074,2026-06-12 06:30:00,2026-06-12 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002542,TS-0000502,EMP-0060,2026-06-15,PRJ-004,WBS-00152,CC-00030,2026-06-15 06:15:00,2026-06-15 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002543,TS-0000502,EMP-0060,2026-06-16,PRJ-004,WBS-00150,CC-00035,2026-06-16 06:15:00,2026-06-16 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002544,TS-0000502,EMP-0060,2026-06-17,PRJ-004,WBS-00152,CC-00033,2026-06-17 06:00:00,2026-06-17 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002545,TS-0000502,EMP-0060,2026-06-18,PRJ-004,WBS-00161,CC-00028,2026-06-18 06:15:00,2026-06-18 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002546,TS-0000502,EMP-0060,2026-06-19,PRJ-004,WBS-00158,CC-00033,2026-06-19 06:15:00,2026-06-19 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002547,TS-0000503,EMP-0060,2026-06-22,PRJ-004,WBS-00150,CC-00032,2026-06-22 06:15:00,2026-06-22 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002548,TS-0000503,EMP-0060,2026-06-23,PRJ-004,WBS-00165,CC-00036,2026-06-23 06:30:00,2026-06-23 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002549,TS-0000503,EMP-0060,2026-06-24,PRJ-004,WBS-00164,CC-00029,2026-06-24 06:15:00,2026-06-24 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002550,TS-0000503,EMP-0060,2026-06-25,PRJ-004,WBS-00158,CC-00030,2026-06-25 06:30:00,2026-06-25 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002551,TS-0000503,EMP-0060,2026-06-26,PRJ-004,WBS-00164,CC-00034,2026-06-26 06:15:00,2026-06-26 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002552,TS-0000504,EMP-0060,2026-06-29,PRJ-004,WBS-00165,CC-00028,2026-06-29 06:30:00,2026-06-29 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002553,TS-0000504,EMP-0060,2026-06-30,PRJ-004,WBS-00137,CC-00033,2026-06-30 06:30:00,2026-06-30 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002554,TS-0000504,EMP-0060,2026-07-01,PRJ-004,WBS-00163,CC-00031,2026-07-01 06:15:00,2026-07-01 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002555,TS-0000504,EMP-0060,2026-07-02,PRJ-004,WBS-00144,CC-00032,2026-07-02 06:15:00,2026-07-02 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002556,TS-0000504,EMP-0060,2026-07-03,PRJ-004,WBS-00159,CC-00035,2026-07-03 06:15:00,2026-07-03 16:05:24,9.34,1.34,OnPrem-SQLServer
TE-00002557,TS-0000505,EMP-0060,2026-07-06,PRJ-004,WBS-00132,CC-00034,2026-07-06 06:30:00,2026-07-06 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002558,TS-0000505,EMP-0060,2026-07-07,PRJ-004,WBS-00162,CC-00031,2026-07-07 06:15:00,2026-07-07 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002559,TS-0000505,EMP-0060,2026-07-08,PRJ-004,WBS-00155,CC-00035,2026-07-08 06:15:00,2026-07-08 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002560,TS-0000505,EMP-0060,2026-07-09,PRJ-004,WBS-00147,CC-00030,2026-07-09 06:00:00,2026-07-09 16:26:24,9.94,1.94,OnPrem-SQLServer
TE-00002561,TS-0000505,EMP-0060,2026-07-10,PRJ-004,WBS-00134,CC-00035,2026-07-10 06:30:00,2026-07-10 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002562,TS-0000506,EMP-0060,2026-07-20,PRJ-004,WBS-00146,CC-00036,2026-07-20 06:30:00,2026-07-20 16:47:24,9.79,1.79,OnPrem-SQLServer
TE-00002563,TS-0000506,EMP-0060,2026-07-21,PRJ-004,WBS-00149,CC-00032,2026-07-21 06:15:00,2026-07-21 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002564,TS-0000506,EMP-0060,2026-07-22,PRJ-004,WBS-00157,CC-00031,2026-07-22 06:15:00,2026-07-22 16:17:24,9.54,1.54,OnPrem-SQLServer
TE-00002565,TS-0000506,EMP-0060,2026-07-23,PRJ-004,WBS-00138,CC-00031,2026-07-23 06:00:00,2026-07-23 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002566,TS-0000506,EMP-0060,2026-07-24,PRJ-004,WBS-00164,CC-00036,2026-07-24 06:00:00,2026-07-24 15:28:12,8.97,0.97,OnPrem-SQLServer
TE-00002567,TS-0000507,EMP-0060,2026-07-27,PRJ-004,WBS-00166,CC-00035,2026-07-27 06:00:00,2026-07-27 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002568,TS-0000507,EMP-0060,2026-07-28,PRJ-004,WBS-00145,CC-00029,2026-07-28 06:00:00,2026-07-28 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002569,TS-0000507,EMP-0060,2026-07-29,PRJ-004,WBS-00153,CC-00030,2026-07-29 06:00:00,2026-07-29 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002570,TS-0000507,EMP-0060,2026-07-30,PRJ-004,WBS-00144,CC-00034,2026-07-30 06:00:00,2026-07-30 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002571,TS-0000507,EMP-0060,2026-07-31,PRJ-004,WBS-00157,CC-00031,2026-07-31 06:30:00,2026-07-31 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002572,TS-0000508,EMP-0061,2026-05-04,PRJ-009,WBS-00390,CC-00078,2026-05-04 06:00:00,2026-05-04 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002573,TS-0000508,EMP-0061,2026-05-05,PRJ-009,WBS-00417,CC-00076,2026-05-05 06:15:00,2026-05-05 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002574,TS-0000508,EMP-0061,2026-05-06,PRJ-009,WBS-00361,CC-00074,2026-05-06 06:15:00,2026-05-06 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002575,TS-0000508,EMP-0061,2026-05-07,PRJ-009,WBS-00393,CC-00081,2026-05-07 06:00:00,2026-05-07 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002576,TS-0000508,EMP-0061,2026-05-08,PRJ-009,WBS-00380,CC-00078,2026-05-08 06:00:00,2026-05-08 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002577,TS-0000509,EMP-0061,2026-05-11,PRJ-009,WBS-00391,CC-00080,2026-05-11 06:30:00,2026-05-11 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002578,TS-0000509,EMP-0061,2026-05-12,PRJ-009,WBS-00421,CC-00079,2026-05-12 06:00:00,2026-05-12 16:03:00,9.55,1.55,OnPrem-SQLServer
TE-00002579,TS-0000509,EMP-0061,2026-05-13,PRJ-009,WBS-00386,CC-00077,2026-05-13 06:15:00,2026-05-13 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002580,TS-0000509,EMP-0061,2026-05-14,PRJ-009,WBS-00391,CC-00080,2026-05-14 06:00:00,2026-05-14 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002581,TS-0000509,EMP-0061,2026-05-15,PRJ-009,WBS-00413,CC-00076,2026-05-15 06:00:00,2026-05-15 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002582,TS-0000510,EMP-0061,2026-05-18,PRJ-009,WBS-00377,CC-00081,2026-05-18 06:15:00,2026-05-18 16:20:24,9.59,1.59,OnPrem-SQLServer
TE-00002583,TS-0000510,EMP-0061,2026-05-19,PRJ-009,WBS-00363,CC-00077,2026-05-19 06:30:00,2026-05-19 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002584,TS-0000510,EMP-0061,2026-05-20,PRJ-009,WBS-00415,CC-00078,2026-05-20 06:00:00,2026-05-20 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002585,TS-0000510,EMP-0061,2026-05-21,PRJ-009,WBS-00362,CC-00075,2026-05-21 06:00:00,2026-05-21 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002586,TS-0000510,EMP-0061,2026-05-22,PRJ-009,WBS-00373,CC-00079,2026-05-22 06:30:00,2026-05-22 16:09:36,9.16,1.16,OnPrem-SQLServer
TE-00002587,TS-0000511,EMP-0061,2026-05-25,PRJ-009,WBS-00418,CC-00074,2026-05-25 06:30:00,2026-05-25 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002588,TS-0000511,EMP-0061,2026-05-26,PRJ-009,WBS-00362,CC-00075,2026-05-26 06:30:00,2026-05-26 15:42:00,8.7,0.7,OnPrem-SQLServer
TE-00002589,TS-0000511,EMP-0061,2026-05-27,PRJ-009,WBS-00407,CC-00073,2026-05-27 06:00:00,2026-05-27 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002590,TS-0000511,EMP-0061,2026-05-28,PRJ-009,WBS-00387,CC-00081,2026-05-28 06:15:00,2026-05-28 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002591,TS-0000511,EMP-0061,2026-05-29,PRJ-009,WBS-00375,CC-00077,2026-05-29 06:15:00,2026-05-29 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002592,TS-0000512,EMP-0061,2026-06-01,PRJ-009,WBS-00386,CC-00079,2026-06-01 06:15:00,2026-06-01 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00002593,TS-0000512,EMP-0061,2026-06-02,PRJ-009,WBS-00388,CC-00078,2026-06-02 06:30:00,2026-06-02 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002594,TS-0000512,EMP-0061,2026-06-03,PRJ-009,WBS-00362,CC-00080,2026-06-03 06:15:00,2026-06-03 15:55:48,9.18,1.18,OnPrem-SQLServer
TE-00002595,TS-0000512,EMP-0061,2026-06-04,PRJ-009,WBS-00418,CC-00078,2026-06-04 06:30:00,2026-06-04 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002596,TS-0000512,EMP-0061,2026-06-05,PRJ-009,WBS-00422,CC-00077,2026-06-05 06:30:00,2026-06-05 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00002597,TS-0000513,EMP-0061,2026-06-08,PRJ-009,WBS-00399,CC-00075,2026-06-08 06:00:00,2026-06-08 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00002598,TS-0000513,EMP-0061,2026-06-09,PRJ-009,WBS-00416,CC-00078,2026-06-09 06:15:00,2026-06-09 15:51:00,9.1,1.1,OnPrem-SQLServer
TE-00002599,TS-0000513,EMP-0061,2026-06-10,PRJ-009,WBS-00413,CC-00081,2026-06-10 06:15:00,2026-06-10 14:45:00,8.0,0.0,OnPrem-SQLServer
