task_id,wo_id,task_seq,discipline,description,task_status,planned_hours,actual_hours,origin_system
WOT-0001016,WO-000398,1,Piping,Reveal know population actually born art,Completed,7.57,10.17,GCP-BigQuery
WOT-0001017,WO-000398,2,Mechanical,Page community civil,Completed,9.06,11.31,GCP-BigQuery
WOT-0001018,WO-000398,3,Structural,Strategy quite then never stop try,Completed,5.42,6.81,GCP-BigQuery
WOT-0001019,WO-000398,4,I&C,Fill dinner use even begin help week,Completed,24.94,22.66,GCP-BigQuery
WOT-0001020,WO-000399,1,Electrical,Hundred argue hot state wish,Completed,29.31,28.19,GCP-BigQuery
WOT-0001021,WO-000399,2,Piping,Success staff life finish politics still close sound,Completed,35.3,32.3,GCP-BigQuery
WOT-0001022,WO-000400,1,Mechanical,Crime board back owner suggest agreement,Completed,24.79,19.48,GCP-BigQuery
WOT-0001023,WO-000400,2,Mechanical,Clear blood deep action travel,Completed,12.51,11.63,GCP-BigQuery
WOT-0001024,WO-000400,3,I&C,Necessary point allow especially with,Completed,10.17,12.84,GCP-BigQuery
WOT-0001025,WO-000401,1,I&C,And worry low answer behavior final wonder,Completed,33.91,39.51,GCP-BigQuery
WOT-0001026,WO-000401,2,Mechanical,When matter fire hospital green,Completed,20.37,27.17,GCP-BigQuery
WOT-0001027,WO-000402,1,Electrical,Reflect best imagine scientist,Completed,9.48,13.02,GCP-BigQuery
WOT-0001028,WO-000402,2,Electrical,Maybe simple age somebody,Completed,30.17,35.91,GCP-BigQuery
WOT-0001029,WO-000403,1,Mechanical,Only system face charge leg those behavior,Completed,6.84,,GCP-BigQuery
WOT-0001030,WO-000403,2,I&C,This space pressure shoulder claim,Completed,30.36,,GCP-BigQuery
WOT-0001031,WO-000403,3,I&C,Might rock prepare us game size fund,Completed,2.66,,GCP-BigQuery
WOT-0001032,WO-000403,4,Mechanical,Perhaps vote always require raise dream,Completed,24.37,,GCP-BigQuery
WOT-0001033,WO-000404,1,Structural,Parent when note yes best address short finally,Open,3.27,,GCP-BigQuery
WOT-0001034,WO-000404,2,Structural,Material lawyer college fast,Open,11.93,,GCP-BigQuery
WOT-0001035,WO-000404,3,Structural,Evidence guy become condition,Open,22.59,,GCP-BigQuery
WOT-0001036,WO-000405,1,Piping,Election list eight theory practice cell buy,Open,31.53,,GCP-BigQuery
WOT-0001037,WO-000406,1,Mechanical,Major guy expert important people quite kid,Completed,38.04,27.52,GCP-BigQuery
WOT-0001038,WO-000406,2,Electrical,Suddenly weight health radio media enjoy then,Completed,14.52,18.39,GCP-BigQuery
WOT-0001039,WO-000406,3,Piping,Per popular scientist,Completed,4.27,4.01,GCP-BigQuery
WOT-0001040,WO-000406,4,Electrical,Record night choice black heart,Completed,10.34,13.07,GCP-BigQuery
WOT-0001041,WO-000407,1,Piping,Human authority hold left behavior letter politics,Completed,22.35,31.93,GCP-BigQuery
WOT-0001042,WO-000407,2,Piping,Board Congress board where however item husband,Completed,5.92,5.96,GCP-BigQuery
WOT-0001043,WO-000408,1,I&C,Fish you main reduce,In Progress,26.92,,GCP-BigQuery
WOT-0001044,WO-000409,1,Mechanical,Boy lawyer nation we certainly degree nothing,Completed,38.42,36.27,GCP-BigQuery
WOT-0001045,WO-000410,1,Electrical,Similar artist speak smile without degree deep age,Completed,25.7,37.42,GCP-BigQuery
WOT-0001046,WO-000410,2,I&C,Establish player base attorney if fear,Completed,27.18,23.11,GCP-BigQuery
WOT-0001047,WO-000411,1,Structural,The modern prove else store begin top,Completed,25.51,,GCP-BigQuery
WOT-0001048,WO-000411,2,Mechanical,White father cup walk loss movement,In Progress,21.34,,GCP-BigQuery
WOT-0001049,WO-000411,3,Mechanical,Whole join tree now,Open,39.42,,GCP-BigQuery
WOT-0001050,WO-000411,4,I&C,Night throw cup,Completed,17.62,,GCP-BigQuery
WOT-0001051,WO-000412,1,Structural,Pattern food worry voice sea say first character,Completed,39.25,,GCP-BigQuery
WOT-0001052,WO-000412,2,Structural,Value material first society purpose enjoy reveal,Completed,3.94,,GCP-BigQuery
WOT-0001053,WO-000412,3,Structural,Wall tax plant police official already second,In Progress,18.27,,GCP-BigQuery
WOT-0001054,WO-000412,4,Piping,Information national coach help girl,Completed,16.98,,GCP-BigQuery
WOT-0001055,WO-000413,1,Mechanical,Will officer add sport administration,Completed,23.88,20.42,GCP-BigQuery
WOT-0001056,WO-000413,2,Structural,Maybe test record power lay,Completed,9.03,9.5,GCP-BigQuery
WOT-0001057,WO-000413,3,Electrical,Goal stock international wind from unit,Completed,2.18,2.04,GCP-BigQuery
WOT-0001058,WO-000413,4,Piping,Into computer organization myself high suddenly read,Completed,23.18,17.52,GCP-BigQuery
WOT-0001059,WO-000414,1,Mechanical,Plant reduce visit town between because,Open,25.67,,GCP-BigQuery
WOT-0001060,WO-000414,2,Electrical,Bed administration usually billion,Completed,10.16,,GCP-BigQuery
WOT-0001061,WO-000414,3,Electrical,Until between know ok allow face inside development,Open,10.16,,GCP-BigQuery
WOT-0001062,WO-000414,4,Piping,Necessary boy task wear go soldier less,Completed,8.37,,GCP-BigQuery
WOT-0001063,WO-000415,1,Electrical,Account hear difference exist they enough,Completed,28.14,33.14,GCP-BigQuery
WOT-0001064,WO-000415,2,I&C,Pull above training allow ago so,Completed,11.53,16.68,GCP-BigQuery
WOT-0001065,WO-000416,1,I&C,Star outside friend where year drop wind,In Progress,12.9,,GCP-BigQuery
WOT-0001066,WO-000417,1,Piping,Pattern hotel appear use investment,Completed,26.9,37.91,GCP-BigQuery
WOT-0001067,WO-000417,2,Piping,Within community tough military join between,Completed,4.22,5.79,GCP-BigQuery
WOT-0001068,WO-000417,3,Electrical,Mean place six successful,Completed,27.76,25.12,GCP-BigQuery
WOT-0001069,WO-000417,4,Electrical,True study city follow behavior agent activity show,Completed,5.98,8.69,GCP-BigQuery
WOT-0001070,WO-000418,1,Mechanical,Agreement remain turn bad,Completed,11.86,14.86,GCP-BigQuery
WOT-0001071,WO-000418,2,I&C,Agent safe work play sing cost,Completed,28.99,39.17,GCP-BigQuery
WOT-0001072,WO-000418,3,Mechanical,Father movement early sister skill,Completed,21.39,29.49,GCP-BigQuery
WOT-0001073,WO-000419,1,Mechanical,Process ever various physical point,In Progress,3.63,,GCP-BigQuery
WOT-0001074,WO-000419,2,Piping,Term book until but center energy Congress back,In Progress,7.7,,GCP-BigQuery
WOT-0001075,WO-000419,3,I&C,Tree debate beyond somebody including main,Open,2.54,,GCP-BigQuery
WOT-0001076,WO-000419,4,Piping,Baby reach heart finish traditional speak conference act,Completed,36.18,,GCP-BigQuery
WOT-0001077,WO-000420,1,I&C,Process piece talk bring,Completed,38.42,40.54,GCP-BigQuery
WOT-0001078,WO-000420,2,Structural,Year low pass national citizen score,Completed,17.14,24.28,GCP-BigQuery
WOT-0001079,WO-000420,3,Electrical,Cover ahead age memory,Completed,37.22,48.94,GCP-BigQuery
WOT-0001080,WO-000420,4,Structural,Describe half together ahead,Completed,9.68,14.09,GCP-BigQuery
WOT-0001081,WO-000421,1,Structural,Detail road vote environment,In Progress,27.31,,GCP-BigQuery
WOT-0001082,WO-000421,2,Structural,Current begin remain present level speak job,Completed,23.32,,GCP-BigQuery
WOT-0001083,WO-000421,3,Structural,Two economic cup suffer response which,In Progress,5.57,,GCP-BigQuery
WOT-0001084,WO-000422,1,Mechanical,On short find some,Completed,4.11,3.32,GCP-BigQuery
WOT-0001085,WO-000422,2,Electrical,Item land others even five blue him,Completed,20.21,17.9,GCP-BigQuery
WOT-0001086,WO-000422,3,Structural,Note hear plan ask cold,Completed,38.18,54.14,GCP-BigQuery
WOT-0001087,WO-000422,4,I&C,When education important,Completed,12.57,9.06,GCP-BigQuery
WOT-0001088,WO-000423,1,Piping,Step population whole good air conference follow so,In Progress,28.69,,GCP-BigQuery
WOT-0001089,WO-000423,2,I&C,Early Democrat he certain fire act,In Progress,32.98,,GCP-BigQuery
WOT-0001090,WO-000423,3,Structural,Response degree nothing,Open,24.34,,GCP-BigQuery
WOT-0001091,WO-000423,4,Structural,Together no history own money bill,Open,29.35,,GCP-BigQuery
WOT-0001092,WO-000424,1,Electrical,Respond watch space provide off,Open,15.73,,GCP-BigQuery
WOT-0001093,WO-000424,2,I&C,Radio itself spend cup anyone management,Completed,11.16,,GCP-BigQuery
WOT-0001094,WO-000424,3,Electrical,Wrong instead buy,Open,28.98,,GCP-BigQuery
WOT-0001095,WO-000425,1,Piping,Over option door again,Completed,9.42,8.58,GCP-BigQuery
WOT-0001096,WO-000425,2,Mechanical,Popular task write,Completed,38.0,34.05,GCP-BigQuery
WOT-0001097,WO-000425,3,I&C,Expect success idea time truth although population,Completed,20.51,20.71,GCP-BigQuery
WOT-0001098,WO-000426,1,Piping,Like stop indeed feeling,Completed,38.56,,GCP-BigQuery
WOT-0001099,WO-000426,2,I&C,Send hundred news finish partner hotel,Completed,24.46,,GCP-BigQuery
WOT-0001100,WO-000426,3,Electrical,Management political treat successful visit bill difference,Completed,23.46,,GCP-BigQuery
WOT-0001101,WO-000426,4,Electrical,Catch year technology,Completed,2.04,,GCP-BigQuery
WOT-0001102,WO-000427,1,Mechanical,Difficult because right speech staff Mr,Completed,18.32,14.05,GCP-BigQuery
WOT-0001103,WO-000427,2,I&C,Various test employee,Completed,33.81,28.27,GCP-BigQuery
WOT-0001104,WO-000427,3,I&C,Book water avoid,Completed,17.6,18.77,GCP-BigQuery
WOT-0001105,WO-000427,4,Structural,Reach social here recognize understand on,Completed,37.38,32.43,GCP-BigQuery
WOT-0001106,WO-000428,1,Piping,Call technology send thousand,Completed,39.16,44.63,GCP-BigQuery
WOT-0001107,WO-000428,2,Structural,Pm property miss drive long majority,Completed,28.3,36.82,GCP-BigQuery
WOT-0001108,WO-000428,3,Electrical,Focus room difficult enough fast,Completed,36.54,46.13,GCP-BigQuery
WOT-0001109,WO-000429,1,Structural,Good structure drug positive,Completed,24.37,28.31,GCP-BigQuery
WOT-0001110,WO-000429,2,Structural,Reason avoid manager defense provide,Completed,13.58,19.08,GCP-BigQuery
WOT-0001111,WO-000429,3,Piping,Stand could bit decade opportunity month teach,Completed,26.56,23.54,GCP-BigQuery
WOT-0001112,WO-000429,4,Piping,Remain pretty summer black candidate,Completed,22.68,32.91,GCP-BigQuery
WOT-0001113,WO-000430,1,Mechanical,History laugh per data hundred attention,Open,7.95,,GCP-BigQuery
WOT-0001114,WO-000430,2,Structural,Clearly film thank possible challenge then,Open,17.69,,GCP-BigQuery
WOT-0001115,WO-000430,3,Mechanical,Drive thus cost agreement,In Progress,39.26,,GCP-BigQuery
WOT-0001116,WO-000430,4,Structural,Laugh enter until base issue character maybe,Open,22.28,,GCP-BigQuery
WOT-0001117,WO-000431,1,I&C,Free kid have any him up create,Open,39.42,,GCP-BigQuery
WOT-0001118,WO-000431,2,I&C,Idea order morning management item,Completed,2.34,,GCP-BigQuery
WOT-0001119,WO-000432,1,Piping,Position where detail,Completed,39.18,,GCP-BigQuery
WOT-0001120,WO-000433,1,Electrical,Time offer draw,Open,25.38,,GCP-BigQuery
WOT-0001121,WO-000433,2,Mechanical,Big difficult per respond hot big safe,Completed,23.94,,GCP-BigQuery
WOT-0001122,WO-000433,3,Mechanical,Manager commercial data PM relationship,Completed,33.11,,GCP-BigQuery
WOT-0001123,WO-000434,1,I&C,Safe behind me red live,In Progress,8.57,,GCP-BigQuery
WOT-0001124,WO-000434,2,Mechanical,System reach color race coach,In Progress,5.88,,GCP-BigQuery
WOT-0001125,WO-000434,3,Mechanical,Tonight center actually listen free concern,Open,4.47,,GCP-BigQuery
WOT-0001126,WO-000434,4,I&C,Thing color set act goal,Open,39.63,,GCP-BigQuery
WOT-0001127,WO-000435,1,Structural,On major easy body standard note wrong,Completed,4.94,5.55,GCP-BigQuery
WOT-0001128,WO-000436,1,I&C,Moment cold chair behind fight,Completed,37.4,,GCP-BigQuery
WOT-0001129,WO-000436,2,Mechanical,Laugh same wrong either main hair,In Progress,8.83,,GCP-BigQuery
WOT-0001130,WO-000437,1,Electrical,Still feeling free,Completed,29.58,,GCP-BigQuery
WOT-0001131,WO-000437,2,Piping,Simple tax total other both rate rock,Open,2.99,,GCP-BigQuery
WOT-0001132,WO-000437,3,Mechanical,Challenge improve detail,In Progress,33.92,,GCP-BigQuery
WOT-0001133,WO-000438,1,Piping,Ground all officer receive,Completed,13.24,12.03,GCP-BigQuery
WOT-0001134,WO-000438,2,Mechanical,Grow season create western police whole,Completed,37.97,30.43,GCP-BigQuery
WOT-0001135,WO-000439,1,Electrical,Quickly tonight last when money enter quickly thousand,In Progress,37.63,,GCP-BigQuery
WOT-0001136,WO-000439,2,Electrical,Operation war everybody course often reduce,In Progress,14.67,,GCP-BigQuery
WOT-0001137,WO-000439,3,Electrical,But somebody note society get body across until,In Progress,29.57,,GCP-BigQuery
WOT-0001138,WO-000440,1,I&C,Letter change whom perhaps,Completed,29.0,24.83,GCP-BigQuery
WOT-0001139,WO-000440,2,Mechanical,Field explain son administration,Completed,37.88,39.23,GCP-BigQuery
WOT-0001140,WO-000440,3,Electrical,Design stay but,Completed,28.54,33.88,GCP-BigQuery
WOT-0001141,WO-000440,4,Structural,Figure involve produce a edge go exist,Completed,18.72,26.63,GCP-BigQuery
WOT-0001142,WO-000441,1,Mechanical,Program shoulder choice beat establish you culture,Completed,32.41,29.39,GCP-BigQuery
WOT-0001143,WO-000441,2,Structural,Truth fact allow usually eat question hit human,Completed,17.94,20.5,GCP-BigQuery
WOT-0001144,WO-000441,3,I&C,Throw turn others community,Completed,3.68,3.53,GCP-BigQuery
WOT-0001145,WO-000442,1,Electrical,Quickly follow official raise current career,Completed,12.74,11.8,GCP-BigQuery
WOT-0001146,WO-000442,2,Electrical,Current figure father until leave contain site,Completed,14.84,17.57,GCP-BigQuery
WOT-0001147,WO-000442,3,Structural,Benefit money reason mean rate group,Completed,24.18,20.92,GCP-BigQuery
WOT-0001148,WO-000442,4,Electrical,Into inside improve agree next whatever,Completed,33.4,25.86,GCP-BigQuery
WOT-0001149,WO-000443,1,I&C,Because cell trade skill oil health,Completed,21.78,25.25,GCP-BigQuery
WOT-0001150,WO-000443,2,Electrical,Myself not fall sense hotel idea accept space,Completed,35.65,52.73,GCP-BigQuery
WOT-0001151,WO-000443,3,Piping,Least approach area stop practice four best,Completed,35.11,30.61,GCP-BigQuery
WOT-0001152,WO-000444,1,Electrical,Not real ten building once,Completed,15.1,15.3,GCP-BigQuery
WOT-0001153,WO-000444,2,Mechanical,School apply day century science manager difference,Completed,23.01,20.2,GCP-BigQuery
WOT-0001154,WO-000444,3,Electrical,Feeling financial writer according,Completed,16.49,20.41,GCP-BigQuery
WOT-0001155,WO-000444,4,I&C,Perhaps customer attack check they mind easy,Completed,28.15,24.26,GCP-BigQuery
WOT-0001156,WO-000445,1,Structural,Listen strategy kitchen argue,Completed,16.93,,GCP-BigQuery
WOT-0001157,WO-000445,2,Electrical,Feel low contain dog,In Progress,28.22,,GCP-BigQuery
WOT-0001158,WO-000445,3,Mechanical,Employee partner keep probably but chair against,Open,22.51,,GCP-BigQuery
WOT-0001159,WO-000445,4,Piping,Stand price color score,In Progress,35.95,,GCP-BigQuery
WOT-0001160,WO-000446,1,I&C,Customer lose face beyond open happen every,Open,22.5,,GCP-BigQuery
WOT-0001161,WO-000447,1,Structural,Recently blue indicate interesting agreement lead,Completed,11.68,12.93,GCP-BigQuery
WOT-0001162,WO-000447,2,Piping,Hope oil alone practice price know traditional,Completed,3.29,3.35,GCP-BigQuery
WOT-0001163,WO-000448,1,Structural,While life rich everybody word group,Completed,16.21,16.7,GCP-BigQuery
WOT-0001164,WO-000449,1,Piping,Decision total modern message company charge pretty,Completed,32.46,40.09,GCP-BigQuery
WOT-0001165,WO-000449,2,Mechanical,Fund resource skill everything several field hour,Completed,34.3,49.38,GCP-BigQuery
WOT-0001166,WO-000450,1,Mechanical,Heavy line probably office until simple moment,Completed,36.35,43.61,GCP-BigQuery
WOT-0001167,WO-000451,1,I&C,Recently open oil once,In Progress,10.09,,GCP-BigQuery
WOT-0001168,WO-000451,2,Electrical,Attack ahead run discuss professor material,Open,9.7,,GCP-BigQuery
WOT-0001169,WO-000451,3,Structural,Food discuss sign true somebody black thing,Open,39.27,,GCP-BigQuery
WOT-0001170,WO-000452,1,I&C,Sense information ask partner boy suggest,Completed,13.41,13.36,GCP-BigQuery
WOT-0001171,WO-000452,2,Piping,Kid hear piece ahead,Completed,17.11,20.71,GCP-BigQuery
WOT-0001172,WO-000452,3,Electrical,Fly recognize help writer,Completed,38.52,40.17,GCP-BigQuery
WOT-0001173,WO-000453,1,Structural,News cultural make quickly different score its,Completed,27.38,,GCP-BigQuery
WOT-0001174,WO-000454,1,Mechanical,Speak court old pick protect data special,Open,11.01,,GCP-BigQuery
WOT-0001175,WO-000454,2,Mechanical,Growth impact national,In Progress,34.37,,GCP-BigQuery
WOT-0001176,WO-000454,3,Piping,Future radio whatever rock,Completed,17.75,,GCP-BigQuery
WOT-0001177,WO-000455,1,Electrical,Many strategy now list goal peace next,In Progress,31.78,,GCP-BigQuery
WOT-0001178,WO-000455,2,Electrical,Soon keep personal them,Open,36.99,,GCP-BigQuery
WOT-0001179,WO-000455,3,Electrical,Back site fear brother discover own former,Completed,7.23,,GCP-BigQuery
WOT-0001180,WO-000455,4,Piping,Start face stock hospital group,Open,8.19,,GCP-BigQuery
WOT-0001181,WO-000456,1,Mechanical,Why avoid offer table,Open,26.91,,GCP-BigQuery
WOT-0001182,WO-000456,2,Piping,Matter human arm recently book likely true enjoy,Completed,9.94,,GCP-BigQuery
WOT-0001183,WO-000456,3,Structural,Allow instead customer,Completed,25.1,,GCP-BigQuery
WOT-0001184,WO-000456,4,Structural,Cause natural safe under,Completed,6.19,,GCP-BigQuery
WOT-0001185,WO-000457,1,I&C,Dog authority way toward,Completed,27.4,27.35,GCP-BigQuery
WOT-0001186,WO-000457,2,Mechanical,Generation audience indicate,Completed,4.25,6.35,GCP-BigQuery
WOT-0001187,WO-000458,1,Mechanical,Upon thought long can rich bit market different,Completed,15.85,,GCP-BigQuery
WOT-0001188,WO-000458,2,I&C,It field sure will again area,Open,8.37,,GCP-BigQuery
WOT-0001189,WO-000458,3,I&C,Move team radio scene need,In Progress,4.78,,GCP-BigQuery
WOT-0001190,WO-000458,4,I&C,Hit help by,In Progress,3.99,,GCP-BigQuery
WOT-0001191,WO-000459,1,Mechanical,Near break brother past tough goal,In Progress,29.76,,GCP-BigQuery
WOT-0001192,WO-000460,1,Piping,Job around discussion open dinner section,Open,28.14,,GCP-BigQuery
WOT-0001193,WO-000460,2,Piping,Nothing yard address rest spend baby camera,Open,31.14,,GCP-BigQuery
WOT-0001194,WO-000460,3,Mechanical,Executive fire own three,In Progress,30.86,,GCP-BigQuery
WOT-0001195,WO-000460,4,Mechanical,Can huge price prevent baby,Open,15.94,,GCP-BigQuery
WOT-0001196,WO-000461,1,Structural,Day relate spend today teach kitchen few,Completed,37.71,,GCP-BigQuery
WOT-0001197,WO-000461,2,Piping,Sister fall president money environment recently,In Progress,38.65,,GCP-BigQuery
WOT-0001198,WO-000461,3,Structural,Bit get improve wear main bad treatment,In Progress,9.4,,GCP-BigQuery
WOT-0001199,WO-000461,4,Piping,Discover score decision head staff center within,Completed,15.27,,GCP-BigQuery
WOT-0001200,WO-000462,1,Electrical,Practice law box material almost everyone,Completed,7.96,,GCP-BigQuery
WOT-0001201,WO-000462,2,Structural,Feel whole arrive take himself affect,Open,29.59,,GCP-BigQuery
WOT-0001202,WO-000463,1,Electrical,His and day continue issue appear,Completed,18.05,,GCP-BigQuery
WOT-0001203,WO-000463,2,Piping,All several visit travel senior,Completed,37.18,,GCP-BigQuery
WOT-0001204,WO-000463,3,Electrical,Two traditional special opportunity serious game,Open,19.96,,GCP-BigQuery
WOT-0001205,WO-000464,1,Mechanical,Its into role save arm body hold return,Completed,16.95,13.3,GCP-BigQuery
WOT-0001206,WO-000464,2,I&C,Teach visit less occur nothing,Completed,8.37,8.55,GCP-BigQuery
WOT-0001207,WO-000464,3,Mechanical,Employee whether level yeah draw traditional exactly,Completed,36.77,33.08,GCP-BigQuery
WOT-0001208,WO-000465,1,Structural,Beat economic myself front house,Completed,30.23,,GCP-BigQuery
WOT-0001209,WO-000465,2,Piping,Ever environmental economy president sign activity fill produce,Open,19.45,,GCP-BigQuery
WOT-0001210,WO-000466,1,Piping,Summer kitchen admit across already,Completed,17.77,,GCP-BigQuery
WOT-0001211,WO-000466,2,Piping,Lose such design around voice everybody,Completed,12.55,,GCP-BigQuery
WOT-0001212,WO-000467,1,Structural,Necessary well key election skill employee manager dinner,Completed,15.09,15.31,GCP-BigQuery
WOT-0001213,WO-000468,1,I&C,Chair peace anyone boy,In Progress,10.33,,GCP-BigQuery
WOT-0001214,WO-000468,2,Structural,Contain medical key,Open,30.59,,GCP-BigQuery
WOT-0001215,WO-000468,3,I&C,Among response article research else either,Completed,28.29,,GCP-BigQuery
WOT-0001216,WO-000469,1,Electrical,Music and doctor board medical both,Completed,38.87,55.03,GCP-BigQuery
WOT-0001217,WO-000469,2,Electrical,Down for he state,Completed,14.01,13.27,GCP-BigQuery
WOT-0001218,WO-000469,3,Mechanical,Author interview executive agency parent growth,Completed,9.78,11.13,GCP-BigQuery
WOT-0001219,WO-000470,1,Structural,Today hear wall family all happy,Completed,35.07,,GCP-BigQuery
WOT-0001220,WO-000470,2,Electrical,Us treatment agent participant space,Completed,18.29,,GCP-BigQuery
WOT-0001221,WO-000471,1,Structural,Respond score situation require vote her old,Completed,22.68,32.9,GCP-BigQuery
WOT-0001222,WO-000472,1,Piping,High young bad back,Completed,34.94,44.01,GCP-BigQuery
WOT-0001223,WO-000473,1,Piping,Not young piece safe much,Completed,23.58,,GCP-BigQuery
WOT-0001224,WO-000474,1,I&C,Summer month anything line,Completed,9.29,11.26,GCP-BigQuery
WOT-0001225,WO-000474,2,Piping,Minute first crime offer treat forget sometimes,Completed,5.05,4.39,GCP-BigQuery
WOT-0001226,WO-000474,3,I&C,Discuss fire win realize knowledge whatever,Completed,28.03,38.19,GCP-BigQuery
WOT-0001227,WO-000474,4,Mechanical,Gun goal measure trip president painting,Completed,6.16,7.93,GCP-BigQuery
WOT-0001228,WO-000475,1,Electrical,Skill discover still would understand each training,Completed,8.22,10.17,GCP-BigQuery
WOT-0001229,WO-000475,2,I&C,Program painting somebody game brother impact measure chance,Completed,15.48,21.14,GCP-BigQuery
WOT-0001230,WO-000476,1,I&C,Plan significant tonight then administration building enjoy,Completed,25.83,20.99,GCP-BigQuery
WOT-0001231,WO-000477,1,Mechanical,Represent like big thank street agency cold,Completed,3.93,5.59,GCP-BigQuery
WOT-0001232,WO-000478,1,Structural,Car term truth toward,Completed,32.69,,GCP-BigQuery
WOT-0001233,WO-000478,2,Mechanical,Camera recent drop fall front station,In Progress,21.97,,GCP-BigQuery
WOT-0001234,WO-000479,1,Structural,Option pattern yes and school great,Open,27.64,,GCP-BigQuery
WOT-0001235,WO-000479,2,Mechanical,Treat piece scientist job serious record safe,Open,36.03,,GCP-BigQuery
WOT-0001236,WO-000479,3,Piping,Trouble view base time order have power here,Completed,8.53,,GCP-BigQuery
WOT-0001237,WO-000479,4,I&C,Computer reveal evidence significant discussion manage,In Progress,20.42,,GCP-BigQuery
WOT-0001238,WO-000480,1,I&C,Nor today oil,Completed,39.29,31.27,GCP-BigQuery
WOT-0001239,WO-000480,2,I&C,Expect himself serious well among war,Completed,30.76,24.42,GCP-BigQuery
WOT-0001240,WO-000481,1,I&C,Issue everything they fire girl,In Progress,18.03,,GCP-BigQuery
WOT-0001241,WO-000481,2,Structural,Budget event keep those,In Progress,9.83,,GCP-BigQuery
WOT-0001242,WO-000482,1,Piping,Voice else paper blood discuss,Completed,23.91,30.56,GCP-BigQuery
WOT-0001243,WO-000482,2,I&C,Cell deal stuff senior agree,Completed,33.78,35.08,GCP-BigQuery
WOT-0001244,WO-000483,1,Mechanical,Whether music sometimes,In Progress,20.87,,GCP-BigQuery
WOT-0001245,WO-000483,2,Structural,Major state hard,Open,6.12,,GCP-BigQuery
WOT-0001246,WO-000484,1,Mechanical,Walk number rule minute store,Completed,16.66,24.64,GCP-BigQuery
WOT-0001247,WO-000484,2,I&C,Truth respond try build threat,Completed,24.14,27.83,GCP-BigQuery
WOT-0001248,WO-000484,3,I&C,Enjoy ten year rule bring government bad,Completed,27.42,28.74,GCP-BigQuery
WOT-0001249,WO-000485,1,I&C,Road force medical everybody piece,Completed,28.65,21.45,GCP-BigQuery
WOT-0001250,WO-000485,2,Piping,Public available reach throughout although beyond relate,Completed,22.52,29.4,GCP-BigQuery
WOT-0001251,WO-000486,1,Structural,Fish success produce there along play account,Completed,39.34,43.39,GCP-BigQuery
WOT-0001252,WO-000486,2,Piping,Only the detail cultural,Completed,8.44,9.88,GCP-BigQuery
WOT-0001253,WO-000486,3,Piping,Charge sport safe executive cup then week,Completed,33.7,45.84,GCP-BigQuery
WOT-0001254,WO-000487,1,Electrical,About attack newspaper decade concern,Completed,9.18,,GCP-BigQuery
WOT-0001255,WO-000487,2,Piping,Read party piece doctor give most,Completed,35.45,,GCP-BigQuery
WOT-0001256,WO-000487,3,Mechanical,There subject themselves property,In Progress,28.06,,GCP-BigQuery
WOT-0001257,WO-000487,4,Piping,Someone hot ground loss benefit both thing,Open,26.21,,GCP-BigQuery
WOT-0001258,WO-000488,1,Mechanical,Information language easy interesting computer,Completed,33.45,48.66,GCP-BigQuery
WOT-0001259,WO-000488,2,Mechanical,Produce girl huge campaign think style,Completed,34.56,26.78,GCP-BigQuery
WOT-0001260,WO-000489,1,Mechanical,Over reach ahead environmental Democrat surface important,Completed,12.65,15.49,GCP-BigQuery
WOT-0001261,WO-000489,2,Structural,Sign energy fish hot kind human treatment,Completed,38.73,37.73,GCP-BigQuery
WOT-0001262,WO-000490,1,I&C,Magazine despite player animal language,In Progress,32.02,,GCP-BigQuery
WOT-0001263,WO-000490,2,Electrical,Occur coach deal personal way,In Progress,38.64,,GCP-BigQuery
WOT-0001264,WO-000491,1,Electrical,Particularly can music wear again here sister four,Open,2.3,,GCP-BigQuery
WOT-0001265,WO-000491,2,I&C,Short need pressure million gun cup,In Progress,35.52,,GCP-BigQuery
WOT-0001266,WO-000491,3,Piping,Study how responsibility face,Completed,31.0,,GCP-BigQuery
WOT-0001267,WO-000492,1,I&C,Treat former democratic safe,Completed,32.35,46.9,GCP-BigQuery
WOT-0001268,WO-000492,2,Piping,Already after wait,Completed,8.54,8.08,GCP-BigQuery
WOT-0001269,WO-000493,1,I&C,May social amount executive,In Progress,14.22,,GCP-BigQuery
WOT-0001270,WO-000493,2,Piping,Discover significant easy,Open,34.82,,GCP-BigQuery
WOT-0001271,WO-000493,3,Piping,Seek spend help husband stand,Completed,18.49,,GCP-BigQuery
WOT-0001272,WO-000493,4,Electrical,Technology baby mean region run,Completed,6.2,,GCP-BigQuery
WOT-0001273,WO-000494,1,Structural,Address store painting,Completed,5.46,,GCP-BigQuery
WOT-0001274,WO-000494,2,Mechanical,Believe open hospital story,In Progress,39.02,,GCP-BigQuery
WOT-0001275,WO-000494,3,Mechanical,Size interesting sea few learn,Open,5.0,,GCP-BigQuery
WOT-0001276,WO-000494,4,Structural,Enough prevent likely fact,In Progress,35.92,,GCP-BigQuery
WOT-0001277,WO-000495,1,Mechanical,Develop image everything expect,Completed,22.95,28.11,GCP-BigQuery
WOT-0001278,WO-000495,2,Structural,Media him year road week several research,Completed,27.02,37.15,GCP-BigQuery
WOT-0001279,WO-000495,3,I&C,Difference window however discussion have none poor,Completed,26.82,27.14,GCP-BigQuery
WOT-0001280,WO-000496,1,Piping,Century picture base night debate walk,In Progress,21.12,,GCP-BigQuery
