labor_id,wo_id,project_id,craft,worker_ref,hours,hourly_rate,labor_cost,post_date,origin_system
WOL-0000443,WO-000233,PRJ-006,Operator,WKR-8058,7.8,78.58,612.92,2025-12-03,GCP-BigQuery
WOL-0000444,WO-000233,PRJ-006,Carpenter,WKR-1348,3.72,66.85,248.68,2025-12-03,GCP-BigQuery
WOL-0000445,WO-000234,PRJ-012,Instrument Tech,WKR-6558,8.89,48.29,429.3,2026-07-11,GCP-BigQuery
WOL-0000446,WO-000236,PRJ-001,Electrician,WKR-1349,5.77,116.94,674.74,2025-08-03,GCP-BigQuery
WOL-0000447,WO-000236,PRJ-001,Boilermaker,WKR-6324,2.49,101.96,253.88,2025-08-03,GCP-BigQuery
WOL-0000448,WO-000236,PRJ-001,Ironworker,WKR-9543,10.31,99.53,1026.15,2025-08-03,GCP-BigQuery
WOL-0000449,WO-000238,PRJ-009,Millwright,WKR-8279,5.98,133.06,795.7,2026-03-18,GCP-BigQuery
WOL-0000450,WO-000238,PRJ-009,Electrician,WKR-3322,9.96,49.01,488.14,2026-03-18,GCP-BigQuery
WOL-0000451,WO-000238,PRJ-009,Boilermaker,WKR-5899,3.53,100.1,353.35,2026-03-18,GCP-BigQuery
WOL-0000452,WO-000238,PRJ-009,Operator,WKR-4243,2.33,62.25,145.04,2026-03-18,GCP-BigQuery
WOL-0000453,WO-000239,PRJ-008,Laborer,WKR-9565,4.56,81.34,370.91,2025-10-18,GCP-BigQuery
WOL-0000454,WO-000239,PRJ-008,Millwright,WKR-5113,3.01,84.83,255.34,2025-10-18,GCP-BigQuery
WOL-0000455,WO-000240,PRJ-008,Welder,WKR-2988,4.79,110.18,527.76,2026-04-01,GCP-BigQuery
WOL-0000456,WO-000240,PRJ-008,Instrument Tech,WKR-1002,10.13,83.24,843.22,2026-04-01,GCP-BigQuery
WOL-0000457,WO-000241,PRJ-006,Millwright,WKR-9279,10.94,122.07,1335.45,2026-06-04,GCP-BigQuery
WOL-0000458,WO-000241,PRJ-006,Operator,WKR-8346,4.69,133.73,627.19,2026-06-04,GCP-BigQuery
WOL-0000459,WO-000241,PRJ-006,Laborer,WKR-9848,9.95,106.08,1055.5,2026-06-04,GCP-BigQuery
WOL-0000460,WO-000244,PRJ-010,Boilermaker,WKR-9590,9.42,108.8,1024.9,2025-07-06,GCP-BigQuery
WOL-0000461,WO-000244,PRJ-010,Operator,WKR-9931,9.51,64.6,614.35,2025-07-06,GCP-BigQuery
WOL-0000462,WO-000244,PRJ-010,Millwright,WKR-5864,5.92,113.08,669.43,2025-07-06,GCP-BigQuery
WOL-0000463,WO-000245,PRJ-010,Welder,WKR-6363,10.33,116.6,1204.48,2025-03-17,GCP-BigQuery
WOL-0000464,WO-000245,PRJ-010,Laborer,WKR-8982,3.4,103.28,351.15,2025-03-17,GCP-BigQuery
WOL-0000465,WO-000245,PRJ-010,Laborer,WKR-9990,8.43,125.92,1061.51,2025-03-17,GCP-BigQuery
WOL-0000466,WO-000246,PRJ-004,Millwright,WKR-6793,9.23,94.98,876.67,2026-06-01,GCP-BigQuery
WOL-0000467,WO-000246,PRJ-004,Boilermaker,WKR-3703,4.4,69.39,305.32,2026-06-01,GCP-BigQuery
WOL-0000468,WO-000247,PRJ-008,Laborer,WKR-4882,8.31,60.36,501.59,2025-12-31,GCP-BigQuery
WOL-0000469,WO-000249,PRJ-001,Ironworker,WKR-9134,6.38,122.38,780.78,2025-04-13,GCP-BigQuery
WOL-0000470,WO-000249,PRJ-001,Boilermaker,WKR-3342,2.83,134.32,380.13,2025-04-13,GCP-BigQuery
WOL-0000471,WO-000249,PRJ-001,Laborer,WKR-1885,8.6,113.8,978.68,2025-04-13,GCP-BigQuery
WOL-0000472,WO-000250,PRJ-011,Pipefitter,WKR-5400,9.66,66.07,638.24,2025-10-25,GCP-BigQuery
WOL-0000473,WO-000251,PRJ-009,Electrician,WKR-5442,9.54,69.4,662.08,2026-06-27,GCP-BigQuery
WOL-0000474,WO-000251,PRJ-009,Welder,WKR-9108,3.09,110.69,342.03,2026-06-27,GCP-BigQuery
WOL-0000475,WO-000254,PRJ-004,Laborer,WKR-7971,7.18,76.91,552.21,2026-03-09,GCP-BigQuery
WOL-0000476,WO-000254,PRJ-004,Pipefitter,WKR-3891,4.26,129.85,553.16,2026-03-09,GCP-BigQuery
WOL-0000477,WO-000255,PRJ-007,Electrician,WKR-9828,4.4,54.43,239.49,2025-07-15,GCP-BigQuery
WOL-0000478,WO-000256,PRJ-006,Instrument Tech,WKR-5653,4.5,125.09,562.9,2025-11-15,GCP-BigQuery
WOL-0000479,WO-000256,PRJ-006,Pipefitter,WKR-2763,4.33,87.26,377.84,2025-11-15,GCP-BigQuery
WOL-0000480,WO-000257,PRJ-007,Electrician,WKR-5528,5.01,57.42,287.67,2025-06-26,GCP-BigQuery
WOL-0000481,WO-000257,PRJ-007,Electrician,WKR-8266,11.38,106.01,1206.39,2025-06-26,GCP-BigQuery
WOL-0000482,WO-000258,PRJ-009,Instrument Tech,WKR-4260,4.57,122.56,560.1,2025-10-06,GCP-BigQuery
WOL-0000483,WO-000258,PRJ-009,Ironworker,WKR-1536,3.44,118.01,405.95,2025-10-06,GCP-BigQuery
WOL-0000484,WO-000258,PRJ-009,Millwright,WKR-6554,6.05,119.28,721.64,2025-10-06,GCP-BigQuery
WOL-0000485,WO-000258,PRJ-009,Laborer,WKR-1675,7.18,78.77,565.57,2025-10-06,GCP-BigQuery
WOL-0000486,WO-000259,PRJ-007,Carpenter,WKR-5727,3.75,70.21,263.29,2025-05-13,GCP-BigQuery
WOL-0000487,WO-000259,PRJ-007,Welder,WKR-1703,11.08,114.44,1268.0,2025-05-13,GCP-BigQuery
WOL-0000488,WO-000260,PRJ-004,Operator,WKR-9042,11.55,52.59,607.41,2025-10-21,GCP-BigQuery
WOL-0000489,WO-000260,PRJ-004,Boilermaker,WKR-1485,2.6,82.03,213.28,2025-10-21,GCP-BigQuery
WOL-0000490,WO-000261,PRJ-011,Carpenter,WKR-9400,11.14,98.88,1101.52,2026-07-21,GCP-BigQuery
WOL-0000491,WO-000261,PRJ-011,Welder,WKR-6413,4.77,87.11,415.51,2026-07-21,GCP-BigQuery
WOL-0000492,WO-000262,PRJ-006,Ironworker,WKR-6520,2.21,105.09,232.25,2026-06-27,GCP-BigQuery
WOL-0000493,WO-000262,PRJ-006,Ironworker,WKR-4102,11.04,89.49,987.97,2026-06-27,GCP-BigQuery
WOL-0000494,WO-000263,PRJ-007,Ironworker,WKR-4854,3.95,102.42,404.56,2025-06-11,GCP-BigQuery
WOL-0000495,WO-000263,PRJ-007,Operator,WKR-8338,3.53,75.7,267.22,2025-06-11,GCP-BigQuery
WOL-0000496,WO-000263,PRJ-007,Laborer,WKR-7357,7.06,94.27,665.55,2025-06-11,GCP-BigQuery
WOL-0000497,WO-000263,PRJ-007,Operator,WKR-7190,7.78,54.05,420.51,2025-06-11,GCP-BigQuery
WOL-0000498,WO-000264,PRJ-007,Instrument Tech,WKR-2091,11.23,52.64,591.15,2026-07-16,GCP-BigQuery
WOL-0000499,WO-000264,PRJ-007,Operator,WKR-4442,9.02,100.59,907.32,2026-07-16,GCP-BigQuery
WOL-0000500,WO-000264,PRJ-007,Millwright,WKR-5539,7.39,109.19,806.91,2026-07-16,GCP-BigQuery
WOL-0000501,WO-000264,PRJ-007,Electrician,WKR-4949,3.4,55.78,189.65,2026-07-16,GCP-BigQuery
WOL-0000502,WO-000265,PRJ-008,Carpenter,WKR-7895,7.58,79.17,600.11,2026-01-28,GCP-BigQuery
WOL-0000503,WO-000265,PRJ-008,Carpenter,WKR-1506,5.89,92.3,543.65,2026-01-28,GCP-BigQuery
WOL-0000504,WO-000265,PRJ-008,Electrician,WKR-4377,9.37,108.93,1020.67,2026-01-28,GCP-BigQuery
WOL-0000505,WO-000265,PRJ-008,Operator,WKR-6057,5.25,85.94,451.19,2026-01-28,GCP-BigQuery
WOL-0000506,WO-000267,PRJ-007,Carpenter,WKR-6840,11.65,55.49,646.46,2026-03-08,GCP-BigQuery
WOL-0000507,WO-000268,PRJ-008,Operator,WKR-8501,3.58,79.78,285.61,2025-09-27,GCP-BigQuery
WOL-0000508,WO-000268,PRJ-008,Pipefitter,WKR-6341,7.57,134.56,1018.62,2025-09-27,GCP-BigQuery
WOL-0000509,WO-000268,PRJ-008,Boilermaker,WKR-5574,11.9,58.98,701.86,2025-09-27,GCP-BigQuery
WOL-0000510,WO-000268,PRJ-008,Millwright,WKR-2905,11.02,124.27,1369.46,2025-09-27,GCP-BigQuery
WOL-0000511,WO-000269,PRJ-005,Electrician,WKR-7901,8.79,125.1,1099.63,2026-05-11,GCP-BigQuery
WOL-0000512,WO-000269,PRJ-005,Electrician,WKR-1656,8.28,61.27,507.32,2026-05-11,GCP-BigQuery
WOL-0000513,WO-000270,PRJ-002,Instrument Tech,WKR-6450,7.0,68.71,480.97,2025-11-28,GCP-BigQuery
WOL-0000514,WO-000270,PRJ-002,Welder,WKR-2848,5.92,91.11,539.37,2025-11-28,GCP-BigQuery
WOL-0000515,WO-000270,PRJ-002,Millwright,WKR-2238,5.87,58.07,340.87,2025-11-28,GCP-BigQuery
WOL-0000516,WO-000271,PRJ-009,Carpenter,WKR-4814,8.09,60.71,491.14,2025-02-17,GCP-BigQuery
WOL-0000517,WO-000271,PRJ-009,Electrician,WKR-6479,6.17,100.25,618.54,2025-02-17,GCP-BigQuery
WOL-0000518,WO-000271,PRJ-009,Pipefitter,WKR-1930,8.45,108.72,918.68,2025-02-17,GCP-BigQuery
WOL-0000519,WO-000271,PRJ-009,Operator,WKR-5091,5.05,49.51,250.03,2025-02-17,GCP-BigQuery
WOL-0000520,WO-000272,PRJ-004,Boilermaker,WKR-9633,9.34,62.54,584.12,2026-06-27,GCP-BigQuery
WOL-0000521,WO-000274,PRJ-002,Millwright,WKR-7472,5.07,81.23,411.84,2026-03-13,GCP-BigQuery
WOL-0000522,WO-000274,PRJ-002,Instrument Tech,WKR-4521,2.72,77.82,211.67,2026-03-13,GCP-BigQuery
WOL-0000523,WO-000274,PRJ-002,Operator,WKR-9525,9.16,65.33,598.42,2026-03-13,GCP-BigQuery
WOL-0000524,WO-000275,PRJ-008,Carpenter,WKR-2330,10.19,74.07,754.77,2025-05-18,GCP-BigQuery
WOL-0000525,WO-000275,PRJ-008,Instrument Tech,WKR-1288,2.83,123.8,350.35,2025-05-18,GCP-BigQuery
WOL-0000526,WO-000276,PRJ-012,Pipefitter,WKR-8205,3.76,76.49,287.6,2025-12-26,GCP-BigQuery
WOL-0000527,WO-000276,PRJ-012,Operator,WKR-5322,10.7,93.22,997.45,2025-12-26,GCP-BigQuery
WOL-0000528,WO-000276,PRJ-012,Instrument Tech,WKR-7882,9.51,119.88,1140.06,2025-12-26,GCP-BigQuery
WOL-0000529,WO-000277,PRJ-006,Millwright,WKR-1484,8.42,122.59,1032.21,2025-09-06,GCP-BigQuery
WOL-0000530,WO-000277,PRJ-006,Electrician,WKR-1941,5.88,52.93,311.23,2025-09-06,GCP-BigQuery
WOL-0000531,WO-000280,PRJ-010,Welder,WKR-5876,9.72,65.14,633.16,2026-07-06,GCP-BigQuery
WOL-0000532,WO-000280,PRJ-010,Electrician,WKR-8379,2.37,126.1,298.86,2026-07-06,GCP-BigQuery
WOL-0000533,WO-000281,PRJ-008,Ironworker,WKR-3657,9.06,57.04,516.78,2025-08-01,GCP-BigQuery
WOL-0000534,WO-000281,PRJ-008,Laborer,WKR-2104,9.15,58.44,534.73,2025-08-01,GCP-BigQuery
WOL-0000535,WO-000282,PRJ-011,Carpenter,WKR-2545,2.23,102.68,228.98,2026-05-24,GCP-BigQuery
WOL-0000536,WO-000282,PRJ-011,Boilermaker,WKR-1729,9.19,54.13,497.45,2026-05-24,GCP-BigQuery
WOL-0000537,WO-000282,PRJ-011,Instrument Tech,WKR-3488,6.66,134.48,895.64,2026-05-24,GCP-BigQuery
WOL-0000538,WO-000282,PRJ-011,Operator,WKR-8578,8.13,93.12,757.07,2026-05-24,GCP-BigQuery
WOL-0000539,WO-000283,PRJ-003,Welder,WKR-9252,7.55,130.7,986.78,2025-05-08,GCP-BigQuery
WOL-0000540,WO-000285,PRJ-004,Operator,WKR-3992,6.39,125.33,800.86,2026-05-04,GCP-BigQuery
WOL-0000541,WO-000285,PRJ-004,Electrician,WKR-8284,5.81,74.46,432.61,2026-05-04,GCP-BigQuery
WOL-0000542,WO-000286,PRJ-010,Carpenter,WKR-9906,8.31,102.26,849.78,2026-02-11,GCP-BigQuery
WOL-0000543,WO-000286,PRJ-010,Millwright,WKR-2269,2.12,63.13,133.84,2026-02-11,GCP-BigQuery
WOL-0000544,WO-000286,PRJ-010,Electrician,WKR-3603,3.16,104.9,331.48,2026-02-11,GCP-BigQuery
WOL-0000545,WO-000287,PRJ-010,Boilermaker,WKR-3240,2.86,81.28,232.46,2026-08-15,GCP-BigQuery
WOL-0000546,WO-000288,PRJ-003,Electrician,WKR-6088,3.46,70.29,243.2,2026-05-16,GCP-BigQuery
WOL-0000547,WO-000288,PRJ-003,Ironworker,WKR-3330,9.58,122.19,1170.58,2026-05-16,GCP-BigQuery
WOL-0000548,WO-000289,PRJ-009,Welder,WKR-5677,8.28,126.96,1051.23,2025-09-23,GCP-BigQuery
WOL-0000549,WO-000289,PRJ-009,Pipefitter,WKR-3946,8.33,83.81,698.14,2025-09-23,GCP-BigQuery
WOL-0000550,WO-000289,PRJ-009,Operator,WKR-8168,5.32,60.9,323.99,2025-09-23,GCP-BigQuery
WOL-0000551,WO-000289,PRJ-009,Carpenter,WKR-8779,2.55,106.7,272.08,2025-09-23,GCP-BigQuery
WOL-0000552,WO-000290,PRJ-010,Boilermaker,WKR-5471,2.7,85.27,230.23,2026-02-21,GCP-BigQuery
WOL-0000553,WO-000290,PRJ-010,Millwright,WKR-4501,11.86,108.14,1282.54,2026-02-21,GCP-BigQuery
WOL-0000554,WO-000291,PRJ-012,Pipefitter,WKR-7502,7.16,109.72,785.6,2026-02-10,GCP-BigQuery
WOL-0000555,WO-000291,PRJ-012,Boilermaker,WKR-1116,2.66,67.37,179.2,2026-02-10,GCP-BigQuery
WOL-0000556,WO-000291,PRJ-012,Instrument Tech,WKR-6485,7.1,124.19,881.75,2026-02-10,GCP-BigQuery
WOL-0000557,WO-000293,PRJ-010,Ironworker,WKR-7101,11.26,62.98,709.15,2026-05-30,GCP-BigQuery
WOL-0000558,WO-000294,PRJ-010,Millwright,WKR-7146,11.17,126.54,1413.45,2026-01-05,GCP-BigQuery
WOL-0000559,WO-000295,PRJ-010,Welder,WKR-5028,11.7,114.59,1340.7,2026-05-12,GCP-BigQuery
WOL-0000560,WO-000295,PRJ-010,Instrument Tech,WKR-8534,4.23,92.64,391.87,2026-05-12,GCP-BigQuery
WOL-0000561,WO-000295,PRJ-010,Laborer,WKR-3919,10.6,96.84,1026.5,2026-05-12,GCP-BigQuery
WOL-0000562,WO-000296,PRJ-008,Instrument Tech,WKR-4758,8.98,93.96,843.76,2025-11-20,GCP-BigQuery
WOL-0000563,WO-000296,PRJ-008,Laborer,WKR-7841,2.85,58.97,168.06,2025-11-20,GCP-BigQuery
WOL-0000564,WO-000296,PRJ-008,Boilermaker,WKR-9140,2.25,52.55,118.24,2025-11-20,GCP-BigQuery
WOL-0000565,WO-000298,PRJ-003,Operator,WKR-7217,2.04,75.15,153.31,2026-07-23,GCP-BigQuery
WOL-0000566,WO-000298,PRJ-003,Operator,WKR-6654,6.18,88.79,548.72,2026-07-23,GCP-BigQuery
WOL-0000567,WO-000298,PRJ-003,Boilermaker,WKR-8831,4.02,110.76,445.26,2026-07-23,GCP-BigQuery
WOL-0000568,WO-000298,PRJ-003,Electrician,WKR-3923,7.07,62.79,443.93,2026-07-23,GCP-BigQuery
WOL-0000569,WO-000301,PRJ-004,Boilermaker,WKR-2585,3.43,123.63,424.05,2026-07-11,GCP-BigQuery
WOL-0000570,WO-000302,PRJ-005,Welder,WKR-4573,3.38,111.99,378.53,2025-06-17,GCP-BigQuery
WOL-0000571,WO-000302,PRJ-005,Boilermaker,WKR-4938,11.44,105.8,1210.35,2025-06-17,GCP-BigQuery
WOL-0000572,WO-000302,PRJ-005,Ironworker,WKR-8735,8.57,51.52,441.53,2025-06-17,GCP-BigQuery
WOL-0000573,WO-000302,PRJ-005,Carpenter,WKR-6456,11.56,72.02,832.55,2025-06-17,GCP-BigQuery
WOL-0000574,WO-000304,PRJ-001,Electrician,WKR-7936,4.02,95.63,384.43,2025-11-27,GCP-BigQuery
WOL-0000575,WO-000304,PRJ-001,Millwright,WKR-7240,11.4,77.51,883.61,2025-11-27,GCP-BigQuery
WOL-0000576,WO-000304,PRJ-001,Laborer,WKR-6660,9.16,67.24,615.92,2025-11-27,GCP-BigQuery
WOL-0000577,WO-000305,PRJ-001,Instrument Tech,WKR-9344,9.64,135.0,1301.4,2026-02-20,GCP-BigQuery
WOL-0000578,WO-000308,PRJ-006,Ironworker,WKR-2389,4.02,60.62,243.69,2026-06-17,GCP-BigQuery
WOL-0000579,WO-000309,PRJ-001,Boilermaker,WKR-7442,10.79,87.04,939.16,2025-03-02,GCP-BigQuery
WOL-0000580,WO-000309,PRJ-001,Instrument Tech,WKR-1119,5.76,75.81,436.67,2025-03-02,GCP-BigQuery
WOL-0000581,WO-000309,PRJ-001,Laborer,WKR-4234,8.56,78.53,672.22,2025-03-02,GCP-BigQuery
WOL-0000582,WO-000310,PRJ-004,Pipefitter,WKR-5348,6.99,64.38,450.02,2025-03-15,GCP-BigQuery
WOL-0000583,WO-000310,PRJ-004,Electrician,WKR-8593,8.75,79.94,699.48,2025-03-15,GCP-BigQuery
WOL-0000584,WO-000310,PRJ-004,Instrument Tech,WKR-8727,7.33,88.7,650.17,2025-03-15,GCP-BigQuery
WOL-0000585,WO-000310,PRJ-004,Pipefitter,WKR-1933,6.63,84.05,557.25,2025-03-15,GCP-BigQuery
WOL-0000586,WO-000312,PRJ-008,Millwright,WKR-2692,5.97,63.71,380.35,2026-07-20,GCP-BigQuery
WOL-0000587,WO-000312,PRJ-008,Ironworker,WKR-7633,3.44,67.46,232.06,2026-07-20,GCP-BigQuery
WOL-0000588,WO-000312,PRJ-008,Ironworker,WKR-4175,4.69,103.65,486.12,2026-07-20,GCP-BigQuery
WOL-0000589,WO-000312,PRJ-008,Instrument Tech,WKR-3361,5.01,55.6,278.56,2026-07-20,GCP-BigQuery
WOL-0000590,WO-000313,PRJ-008,Operator,WKR-7535,2.93,92.83,271.99,2025-07-20,GCP-BigQuery
WOL-0000591,WO-000313,PRJ-008,Laborer,WKR-9511,8.2,87.0,713.4,2025-07-20,GCP-BigQuery
WOL-0000592,WO-000314,PRJ-008,Electrician,WKR-5817,10.8,117.61,1270.19,2026-06-26,GCP-BigQuery
WOL-0000593,WO-000314,PRJ-008,Boilermaker,WKR-6891,3.53,61.56,217.31,2026-06-26,GCP-BigQuery
WOL-0000594,WO-000314,PRJ-008,Carpenter,WKR-8502,4.34,124.05,538.38,2026-06-26,GCP-BigQuery
WOL-0000595,WO-000317,PRJ-005,Millwright,WKR-2935,6.62,101.9,674.58,2025-08-01,GCP-BigQuery
WOL-0000596,WO-000317,PRJ-005,Pipefitter,WKR-3144,6.28,129.65,814.2,2025-08-01,GCP-BigQuery
WOL-0000597,WO-000317,PRJ-005,Welder,WKR-1467,11.22,134.5,1509.09,2025-08-01,GCP-BigQuery
WOL-0000598,WO-000318,PRJ-003,Ironworker,WKR-6446,3.72,102.09,379.77,2026-04-01,GCP-BigQuery
WOL-0000599,WO-000318,PRJ-003,Carpenter,WKR-8047,10.97,128.46,1409.21,2026-04-01,GCP-BigQuery
WOL-0000600,WO-000321,PRJ-003,Welder,WKR-9093,7.42,68.43,507.75,2026-04-27,GCP-BigQuery
WOL-0000601,WO-000322,PRJ-009,Electrician,WKR-6842,3.54,49.06,173.67,2025-10-28,GCP-BigQuery
WOL-0000602,WO-000322,PRJ-009,Electrician,WKR-5989,3.9,54.74,213.49,2025-10-28,GCP-BigQuery
WOL-0000603,WO-000322,PRJ-009,Laborer,WKR-1555,9.8,70.14,687.37,2025-10-28,GCP-BigQuery
WOL-0000604,WO-000322,PRJ-009,Operator,WKR-9907,6.22,115.47,718.22,2025-10-28,GCP-BigQuery
WOL-0000605,WO-000323,PRJ-009,Millwright,WKR-2688,7.65,81.2,621.18,2026-07-05,GCP-BigQuery
WOL-0000606,WO-000323,PRJ-009,Ironworker,WKR-7777,7.86,113.32,890.7,2026-07-05,GCP-BigQuery
WOL-0000607,WO-000324,PRJ-004,Millwright,WKR-2666,7.19,114.45,822.9,2025-05-29,GCP-BigQuery
WOL-0000608,WO-000324,PRJ-004,Pipefitter,WKR-1037,2.72,80.73,219.59,2025-05-29,GCP-BigQuery
WOL-0000609,WO-000324,PRJ-004,Welder,WKR-7476,5.75,56.16,322.92,2025-05-29,GCP-BigQuery
WOL-0000610,WO-000325,PRJ-008,Millwright,WKR-6854,8.72,116.89,1019.28,2025-09-11,GCP-BigQuery
WOL-0000611,WO-000325,PRJ-008,Laborer,WKR-7536,5.96,129.34,770.87,2025-09-11,GCP-BigQuery
WOL-0000612,WO-000325,PRJ-008,Carpenter,WKR-6840,7.28,66.0,480.48,2025-09-11,GCP-BigQuery
WOL-0000613,WO-000326,PRJ-010,Ironworker,WKR-7557,8.83,115.96,1023.93,2026-02-22,GCP-BigQuery
WOL-0000614,WO-000326,PRJ-010,Carpenter,WKR-9408,11.49,102.83,1181.52,2026-02-22,GCP-BigQuery
WOL-0000615,WO-000326,PRJ-010,Carpenter,WKR-8964,11.11,48.23,535.84,2026-02-22,GCP-BigQuery
WOL-0000616,WO-000327,PRJ-007,Boilermaker,WKR-3677,3.78,73.68,278.51,2025-03-03,GCP-BigQuery
WOL-0000617,WO-000327,PRJ-007,Carpenter,WKR-3121,6.83,48.95,334.33,2025-03-03,GCP-BigQuery
WOL-0000618,WO-000327,PRJ-007,Welder,WKR-9002,2.29,104.6,239.53,2025-03-03,GCP-BigQuery
WOL-0000619,WO-000329,PRJ-001,Carpenter,WKR-1524,6.49,70.63,458.39,2025-08-19,GCP-BigQuery
WOL-0000620,WO-000329,PRJ-001,Laborer,WKR-9734,3.13,132.76,415.54,2025-08-19,GCP-BigQuery
WOL-0000621,WO-000330,PRJ-005,Operator,WKR-1163,7.04,56.41,397.13,2026-05-12,GCP-BigQuery
WOL-0000622,WO-000330,PRJ-005,Operator,WKR-8583,7.45,84.0,625.8,2026-05-12,GCP-BigQuery
WOL-0000623,WO-000330,PRJ-005,Operator,WKR-3033,8.42,85.57,720.5,2026-05-12,GCP-BigQuery
WOL-0000624,WO-000331,PRJ-008,Boilermaker,WKR-5291,3.63,106.03,384.89,2025-07-22,GCP-BigQuery
WOL-0000625,WO-000332,PRJ-009,Boilermaker,WKR-3507,10.1,87.11,879.81,2025-10-15,GCP-BigQuery
WOL-0000626,WO-000332,PRJ-009,Boilermaker,WKR-7359,10.36,108.12,1120.12,2025-10-15,GCP-BigQuery
WOL-0000627,WO-000332,PRJ-009,Electrician,WKR-3049,7.28,124.21,904.25,2025-10-15,GCP-BigQuery
WOL-0000628,WO-000333,PRJ-005,Boilermaker,WKR-1825,9.96,59.57,593.32,2025-03-03,GCP-BigQuery
WOL-0000629,WO-000333,PRJ-005,Laborer,WKR-8820,5.53,58.92,325.83,2025-03-03,GCP-BigQuery
WOL-0000630,WO-000333,PRJ-005,Pipefitter,WKR-4093,10.43,115.74,1207.17,2025-03-03,GCP-BigQuery
WOL-0000631,WO-000333,PRJ-005,Welder,WKR-7809,3.16,69.51,219.65,2025-03-03,GCP-BigQuery
WOL-0000632,WO-000334,PRJ-003,Operator,WKR-2944,9.33,66.75,622.78,2025-11-24,GCP-BigQuery
WOL-0000633,WO-000335,PRJ-005,Pipefitter,WKR-4417,7.97,107.94,860.28,2025-08-19,GCP-BigQuery
WOL-0000634,WO-000335,PRJ-005,Instrument Tech,WKR-4242,7.69,132.05,1015.46,2025-08-19,GCP-BigQuery
WOL-0000635,WO-000335,PRJ-005,Boilermaker,WKR-8398,10.6,104.2,1104.52,2025-08-19,GCP-BigQuery
WOL-0000636,WO-000335,PRJ-005,Pipefitter,WKR-9095,10.1,98.84,998.28,2025-08-19,GCP-BigQuery
WOL-0000637,WO-000336,PRJ-010,Laborer,WKR-8924,3.8,86.06,327.03,2026-02-16,GCP-BigQuery
WOL-0000638,WO-000336,PRJ-010,Carpenter,WKR-3317,4.15,48.01,199.24,2026-02-16,GCP-BigQuery
WOL-0000639,WO-000336,PRJ-010,Operator,WKR-6788,6.88,119.45,821.82,2026-02-16,GCP-BigQuery
WOL-0000640,WO-000338,PRJ-011,Carpenter,WKR-9794,6.56,82.0,537.92,2026-06-13,GCP-BigQuery
WOL-0000641,WO-000342,PRJ-004,Boilermaker,WKR-1723,4.18,112.04,468.33,2025-08-04,GCP-BigQuery
WOL-0000642,WO-000343,PRJ-011,Welder,WKR-4125,10.86,98.19,1066.34,2026-08-14,GCP-BigQuery
WOL-0000643,WO-000344,PRJ-004,Millwright,WKR-8689,9.04,92.08,832.4,2026-07-19,GCP-BigQuery
WOL-0000644,WO-000345,PRJ-012,Instrument Tech,WKR-5333,2.04,65.9,134.44,2025-11-06,GCP-BigQuery
WOL-0000645,WO-000346,PRJ-005,Boilermaker,WKR-7726,9.02,92.31,832.64,2025-09-07,GCP-BigQuery
WOL-0000646,WO-000346,PRJ-005,Boilermaker,WKR-1932,7.13,76.48,545.3,2025-09-07,GCP-BigQuery
WOL-0000647,WO-000348,PRJ-006,Welder,WKR-5554,6.01,95.98,576.84,2025-06-19,GCP-BigQuery
WOL-0000648,WO-000350,PRJ-008,Pipefitter,WKR-2372,4.4,105.95,466.18,2025-05-23,GCP-BigQuery
WOL-0000649,WO-000350,PRJ-008,Operator,WKR-6902,9.14,48.99,447.77,2025-05-23,GCP-BigQuery
WOL-0000650,WO-000350,PRJ-008,Ironworker,WKR-6029,3.63,63.69,231.19,2025-05-23,GCP-BigQuery
WOL-0000651,WO-000350,PRJ-008,Instrument Tech,WKR-3779,5.75,89.0,511.75,2025-05-23,GCP-BigQuery
WOL-0000652,WO-000351,PRJ-004,Carpenter,WKR-2834,4.91,95.16,467.24,2025-11-26,GCP-BigQuery
WOL-0000653,WO-000351,PRJ-004,Laborer,WKR-2540,8.64,76.08,657.33,2025-11-26,GCP-BigQuery
WOL-0000654,WO-000351,PRJ-004,Ironworker,WKR-3967,2.83,95.47,270.18,2025-11-26,GCP-BigQuery
WOL-0000655,WO-000352,PRJ-001,Welder,WKR-2796,9.58,121.77,1166.56,2025-05-22,GCP-BigQuery
WOL-0000656,WO-000352,PRJ-001,Millwright,WKR-5806,2.82,81.98,231.18,2025-05-22,GCP-BigQuery
WOL-0000657,WO-000353,PRJ-008,Millwright,WKR-5218,8.29,91.99,762.6,2026-05-01,GCP-BigQuery
WOL-0000658,WO-000354,PRJ-002,Millwright,WKR-3717,6.09,55.18,336.05,2026-07-23,GCP-BigQuery
WOL-0000659,WO-000354,PRJ-002,Ironworker,WKR-3420,8.06,70.27,566.38,2026-07-23,GCP-BigQuery
WOL-0000660,WO-000354,PRJ-002,Electrician,WKR-9460,5.4,112.91,609.71,2026-07-23,GCP-BigQuery
WOL-0000661,WO-000354,PRJ-002,Pipefitter,WKR-4785,5.5,65.01,357.56,2026-07-23,GCP-BigQuery
WOL-0000662,WO-000355,PRJ-010,Millwright,WKR-1397,11.9,88.36,1051.48,2026-07-01,GCP-BigQuery
WOL-0000663,WO-000355,PRJ-010,Instrument Tech,WKR-1964,11.14,102.73,1144.41,2026-07-01,GCP-BigQuery
WOL-0000664,WO-000355,PRJ-010,Welder,WKR-7385,8.07,82.96,669.49,2026-07-01,GCP-BigQuery
